pfCode,yr,period,periodDesc,aggrLevel,IsLeaf,rgCode,rgDesc,rtCode,rtTitle,rt3ISO,ptCode,ptTitle,pt3ISO,ptCode2,ptTitle2,pt3ISO2,cstCode,cstDesc,motCode,motDesc,cmdCode,cmdDescE,qtCode,qtDesc,qtAltCode,qtAltDesc,TradeQuantity,AltQuantity,NetWeight,GrossWeight,TradeValue,CIFValue,FOBValue,estCode
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,40,Austria,AUT,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,209344,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,44,Bahamas,BHS,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,2139863,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,48,Bahrain,BHR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,26758200,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,50,Bangladesh,BGD,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,289159,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,52,Barbados,BRB,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,1273834,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,56,Belgium,BEL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,11649264,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,60,Bermuda,BMU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,257641,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,70,Bosnia Herzegovina,BIH,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,130476,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,76,Brazil,BRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,10639053,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,90,Solomon Isds,SLB,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,7428006,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,96,Brunei Darussalam,BRN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,8476073,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,100,Bulgaria,BGR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,30584,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,104,Myanmar,MMR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,2572700,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,116,Cambodia,KHM,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,6045152,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,124,Canada,CAN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,153072909,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,144,Sri Lanka,LKA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,4613997,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,156,China,CHN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,2764490490,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,162,Christmas Isds,CXR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,197335,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,166,Cocos Isds,CCK,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,61121,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,184,Cook Isds,COK,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,574942,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,204,Benin,BEN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,296593,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,208,Denmark,DNK,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,8595151,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,214,Dominican Rep.,DOM,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,2394695,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,226,Equatorial Guinea,GNQ,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,191374,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,242,Fiji,FJI,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,22523808,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,11149138,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,258,French Polynesia,PYF,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,1921613,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,266,Gabon,GAB,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,936933,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,22086760,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,288,Ghana,GHA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,749530,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,296,Kiribati,KIR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,3219046,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,324,Guinea,GIN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,17791,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,344,"China, Hong Kong SAR",HKG,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,153002311,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,352,Iceland,ISL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,85085,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,360,Indonesia,IDN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,369674551,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,364,Iran,IRN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,29197974,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,368,Iraq,IRQ,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,1532993,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,372,Ireland,IRL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,1347415,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,376,Israel,ISR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,16848903,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,381,Italy,ITA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,20986408,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,384,Côte d'Ivoire,CIV,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,834684,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,388,Jamaica,JAM,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,18150987,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,392,Japan,JPN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,1934860139,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,398,Kazakhstan,KAZ,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,3823,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,400,Jordan,JOR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,63610835,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,1221695878,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,414,Kuwait,KWT,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,66585507,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,418,Lao People's Dem. Rep.,LAO,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,275560,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,422,Lebanon,LBN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,8445594,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,434,Libya,LBY,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,33026,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,446,"China, Macao SAR",MAC,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,1330121,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,458,Malaysia,MYS,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,196533390,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,462,Maldives,MDV,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,5499896,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,480,Mauritius,MUS,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,32837803,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,484,Mexico,MEX,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,21449162,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,490,"Other Asia, nes",,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,248706903,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,496,Mongolia,MNG,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,40301,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,504,Morocco,MAR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,4724588,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,508,Mozambique,MOZ,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,24088,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,512,Oman,OMN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,28580308,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,516,Namibia,NAM,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,157496,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,520,Nauru,NRU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,2907541,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,524,Nepal,NPL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,79873,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,528,Netherlands,NLD,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,112632391,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,540,New Caledonia,NCL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,4742339,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,548,Vanuatu,VUT,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,4584740,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,554,New Zealand,NZL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,53795576,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,574,Norfolk Isds,NFK,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,189657,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,586,Pakistan,PAK,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,45365,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,591,Panama,PAN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,398318,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,598,Papua New Guinea,PNG,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,103778287,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,608,Philippines,PHL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,125432381,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,620,Portugal,PRT,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,57905,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,624,Guinea-Bissau,GNB,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,33127,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,634,Qatar,QAT,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,142152090,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,642,Romania,ROU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,232793,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,643,Russian Federation,RUS,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,5269345,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,659,Saint Kitts and Nevis,KNA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,513423,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,662,Saint Lucia,LCA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,1065935,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,682,Saudi Arabia,SAU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,179953446,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,686,Senegal,SEN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,628727,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,690,Seychelles,SYC,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,2944869,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,699,India,IND,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,408177,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,702,Singapore,SGP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,177619368,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,704,Viet Nam,VNM,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,99001607,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,705,Slovenia,SVN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,1928682,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,710,South Africa,ZAF,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,16831601,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,46009,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,752,Sweden,SWE,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,75225,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,757,Switzerland,CHE,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,40192352,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,764,Thailand,THA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,71461299,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,768,Togo,TGO,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,41056,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,776,Tonga,TON,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,5742586,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,780,Trinidad and Tobago,TTO,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,12374559,,,0
H5,2019,2019,2019,2,0,2,Export,36,Australia,AUS,784,United Arab Emirates,ARE,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0.0,,246810857,,,0
