Indicator,ReporterCode,ReporterISO3A,Reporter,ProductCode,Product,Year,Value
Import,946,,G-7 (Group of Seven),TO,Total merchandise,2019,6811627
Import,662,LCA,Saint Lucia,TO,Total merchandise,2020,505
Import,242,FJI,Fiji,TO,Total merchandise,2020,1732
Import,992,,Landlocked developing countries,TO,Total merchandise,2019,226976
Import,558,NIC,Nicaragua,TO,Total merchandise,2020,6545
Import,398,KAZ,Kazakhstan,TO,Total merchandise,2020,37222
Import,591,PAN,Panama,TO,Total merchandise,2020,14740
Import,246,FIN,Finland,TO,Total merchandise,2020,68134
Import,943,,ECCAS (Economic Community of Central African States),TO,Total merchandise,2019,43220
Import,981,,BRIC members,TO,Total merchandise,2019,3003413
Import,965,,Middle East,TO,Total merchandise,2019,749253
Import,LOX,,LDC oil exporters,TO,Total merchandise,2019,56858
Import,716,ZWE,Zimbabwe,TO,Total merchandise,2020,5002
Import,104,MMR,Myanmar,TO,Total merchandise,2020,17947
Import,450,MDG,Madagascar,TO,Total merchandise,2020,3224
Import,942,,Pacific Alliance,TO,Total merchandise,2019,632216
Import,997,,Least-developed countries,TO,Total merchandise,2019,278631
Import,970,,Asia,TO,Total merchandise,2019,6500122
Import,894,ZMB,Zambia,TO,Total merchandise,2020,5323
Import,028,ATG,Antigua and Barbuda,TO,Total merchandise,2020,494
Import,084,BLZ,Belize,TO,Total merchandise,2020,787
Import,180,COD,Democratic Republic of the Congo,TO,Total merchandise,2020,6663
Import,258,PYF,French Polynesia,TO,Total merchandise,2020,1701
Import,040,AUT,Austria,TO,Total merchandise,2020,172200
Import,937,,Andean Community (ANDEAN),TO,Total merchandise,2020,104656
Import,352,ISL,Iceland,TO,Total merchandise,2020,5698
Import,942,,Pacific Alliance,TO,Total merchandise,2020,532091
Import,800,UGA,Uganda,TO,Total merchandise,2020,8251
Import,586,PAK,Pakistan,TO,Total merchandise,2020,45804
Import,923,,European Free Trade Association (EFTA),TO,Total merchandise,2020,378126
Import,944,,"Southern Common Market (MERCOSUR) excluding Venezuela, Bolivarian Republic of",TO,Total merchandise,2020,226412
Import,OAF,,Other Africa,TO,Total merchandise,2019,478688
Import,949,,Six East Asian traders,TO,Total merchandise,2019,2168865
Import,918,EEC,European Union,TO,Total merchandise,2019,5543006
Import,986,,"Africa, CIS and Middle East",TO,Total merchandise,2020,1530622
Import,214,DOM,Dominican Republic,TO,Total merchandise,2020,17047
Import,332,HTI,Haiti,TO,Total merchandise,2020,2971
Import,LMX,,LDC exporters of manufactures,TO,Total merchandise,2019,102184
Import,376,ISR,Israel,TO,Total merchandise,2020,69985
Import,604,PER,Peru,TO,Total merchandise,2020,36129
Import,191,HRV,Croatia,TO,Total merchandise,2020,26719
Import,947,,OIC (Organisation of Islamic Cooperation),TO,Total merchandise,2019,1823754
Import,LAX,,LDC exporters of agriculture,TO,Total merchandise,2019,50946
Import,938,,Central American Common Market (CACM),TO,Total merchandise,2019,89685
Import,000,,World,TO,Total merchandise,2019,19289519
Import,945,,OPEC (Organization of the Petroleum Exporting Countries),TO,Total merchandise,2019,684153
Import,983,,Australia and New Zealand,TO,Total merchandise,2019,263927
Import,854,BFA,Burkina Faso,TO,Total merchandise,2020,4117
Import,932,,South and Central America and the Caribbean,TO,Total merchandise,2020,524247
Import,959,,West African Economic Community (ECOWAS),TO,Total merchandise,2019,112728
Import,072,BWA,Botswana,TO,Total merchandise,2020,6516
Import,124,CAN,Canada,TO,Total merchandise,2020,414165
Import,686,SEN,Senegal,TO,Total merchandise,2020,7812
Import,OSE,,Non-EU south-eastern Europe,TO,Total merchandise,2019,266511
Import,977,,South Asian Association for Regional Cooperation (SAARC),TO,Total merchandise,2019,638407
Import,776,TON,Tonga,TO,Total merchandise,2020,229
Import,858,URY,Uruguay,TO,Total merchandise,2020,7564
Import,428,LVA,Latvia,TO,Total merchandise,2020,18363
Import,528,NLD,Netherlands,TO,Total merchandise,2020,596012
Import,986,,"Africa, CIS and Middle East",TO,Total merchandise,2019,1734975
Import,958,,Common Market for Eastern and Southern Africa (COMESA),TO,Total merchandise,2019,204581
Import,923,,European Free Trade Association (EFTA),TO,Total merchandise,2019,369717
Export,440,LTU,Lithuania,AG,Agricultural products,2019,6794
Export,608,PHL,Philippines,AG,Agricultural products,2019,7225
Export,384,CIV,Côte d'Ivoire,AG,Agricultural products,2019,8062
Export,508,MOZ,Mozambique,AG,Agricultural products,2019,860
Export,860,UZB,Uzbekistan,AG,Agricultural products,2019,1990
Export,484,MEX,Mexico,AG,Agricultural products,2019,38238
Export,496,MNG,Mongolia,AG,Agricultural products,2019,545
Export,417,KGZ,Kyrgyz Republic,AG,Agricultural products,2019,300
Export,410,KOR,"Korea, Republic of",AG,Agricultural products,2019,12940
Export,752,SWE,Sweden,AG,Agricultural products,2019,16552
Export,104,MMR,Myanmar,AG,Agricultural products,2020,5305
Export,012,DZA,Algeria,AG,Agricultural products,2020,376
Export,466,MLI,Mali,AG,Agricultural products,2020,336
Export,242,FJI,Fiji,AG,Agricultural products,2020,475
Export,434,LBY,Libya,AG,Agricultural products,2020,29
Export,090,SLB,Solomon Islands,AG,Agricultural products,2020,332
Export,266,GAB,Gabon,AG,Agricultural products,2020,417
Export,028,ATG,Antigua and Barbuda,AG,Agricultural products,2020,2
Export,044,BHS,Bahamas,AG,Agricultural products,2020,79
Export,388,JAM,Jamaica,AG,Agricultural products,2020,377
Export,140,CAF,Central African Republic,AG,Agricultural products,2020,14
Export,296,KIR,Kiribati,AG,Agricultural products,2020,9
Export,308,GRD,Grenada,AG,Agricultural products,2020,17
Export,454,MWI,Malawi,AG,Agricultural products,2020,712
Export,120,CMR,Cameroon,AG,Agricultural products,2020,1475
Export,368,IRQ,Iraq,AG,Agricultural products,2020,82
Export,840,USA,United States of America,AG,Agricultural products,2019,164803
Export,328,GUY,Guyana,AG,Agricultural products,2019,441
Export,000,,World,AG,Agricultural products,2019,1779888
Export,398,KAZ,Kazakhstan,AG,Agricultural products,2019,3421
Export,558,NIC,Nicaragua,AG,Agricultural products,2019,2450
Export,324,GIN,Guinea,AG,Agricultural products,2020,190
Export,140,CAF,Central African Republic,AG,Agricultural products,2019,11
Export,090,SLB,Solomon Islands,AG,Agricultural products,2019,414
Export,012,DZA,Algeria,AG,Agricultural products,2019,305
Export,044,BHS,Bahamas,AG,Agricultural products,2019,81
Export,258,PYF,French Polynesia,AG,Agricultural products,2019,29
Export,214,DOM,Dominican Republic,AG,Agricultural products,2019,2318
Export,296,KIR,Kiribati,AG,Agricultural products,2019,11
Export,120,CMR,Cameroon,AG,Agricultural products,2019,1507
Export,266,GAB,Gabon,AG,Agricultural products,2019,404
Export,132,CPV,Cabo Verde,AG,Agricultural products,2019,50
Export,004,AFG,Afghanistan,AG,Agricultural products,2019,730
Export,533,ABW,"Aruba, the Netherlands with respect to",AG,Agricultural products,2020,33
Export,690,SYC,Seychelles,AG,Agricultural products,2020,292
Export,893,MNE,Montenegro,AG,Agricultural products,2020,91
Export,634,QAT,Qatar,AG,Agricultural products,2020,38
Export,600,PRY,Paraguay,AG,Agricultural products,2020,5666
Export,558,NIC,Nicaragua,AG,Agricultural products,2020,2521
Export,604,PER,Peru,AG,Agricultural products,2020,10392
Export,620,PRT,Portugal,AG,Agricultural products,2020,9635
Export,682,SAU,"Saudi Arabia, Kingdom of",AG,Agricultural products,2020,3972
Export,642,ROM,Romania,AG,Agricultural products,2020,8794
Export,562,NER,Niger,AG,Agricultural products,2020,74
Export,807,MKD,North Macedonia,AG,Agricultural products,2020,681
Export,756,CHE,Switzerland,AG,Agricultural products,2020,10032
Export,686,SEN,Senegal,AG,Agricultural products,2020,1286
Export,792,TUR,Turkey,AG,Agricultural products,2020,21253
Export,784,ARE,United Arab Emirates,AG,Agricultural products,2020,13964
Export,516,NAM,Namibia,AG,Agricultural products,2020,962
Export,762,TJK,Tajikistan,AG,Agricultural products,2020,172
Export,818,EGY,Egypt,AG,Agricultural products,2020,5311
Export,710,ZAF,South Africa,AG,Agricultural products,2020,11814
Export,748,SWZ,Eswatini,AG,Agricultural products,2020,633
Export,702,SGP,Singapore,AG,Agricultural products,2020,14479
Export,704,VNM,Viet Nam,AG,Agricultural products,2020,29647
Export,768,TGO,Togo,AG,Agricultural products,2020,313
Export,840,USA,United States of America,AG,Agricultural products,2020,170493
Export,892,SRB,Serbia,AG,Agricultural products,2020,4310
Export,804,UKR,Ukraine,AG,Agricultural products,2020,22931
Export,860,UZB,Uzbekistan,AG,Agricultural products,2020,1782
Export,752,SWE,Sweden,AG,Agricultural products,2020,17127
Export,000,,World,AG,Agricultural products,2020,1803125
Export,586,PAK,Pakistan,AG,Agricultural products,2020,4635
Export,528,NLD,Netherlands,AG,Agricultural products,2020,112203
Export,800,UGA,Uganda,AG,Agricultural products,2020,1658
Export,724,ESP,Spain,AG,Agricultural products,2020,65058
Export,504,MAR,Morocco,AG,Agricultural products,2020,6439
Export,616,POL,Poland,AG,Agricultural products,2020,40842
Export,643,RUS,Russian Federation,AG,Agricultural products,2020,36464
Export,826,GBR,United Kingdom,AG,Agricultural products,2020,30066
Export,705,SVN,Slovenia,AG,Agricultural products,2020,3306
Export,716,ZWE,Zimbabwe,AG,Agricultural products,2020,1051
Export,894,ZMB,Zambia,AG,Agricultural products,2020,663
Export,918,EEC,European Union,AG,Agricultural products,2020,653850
Export,498,MDA,"Moldova, Republic of",AG,Agricultural products,2020,1048
Export,554,NZL,New Zealand,AG,Agricultural products,2020,29212
Export,703,SVK,Slovak Republic,AG,Agricultural products,2020,4242
Export,764,THA,Thailand,AG,Agricultural products,2020,41760
Export,858,URY,Uruguay,AG,Agricultural products,2020,5578
Export,056,BEL,Belgium,AG,Agricultural products,2019,50131
Export,048,BHR,"Bahrain, Kingdom of",AG,Agricultural products,2019,625
Export,096,BRN,Brunei Darussalam,AG,Agricultural products,2019,13
Export,052,BRB,Barbados,AG,Agricultural products,2019,89
Export,144,LKA,Sri Lanka,AG,Agricultural products,2019,3087
Export,100,BGR,Bulgaria,AG,Agricultural products,2019,5684
Export,051,ARM,Armenia,AG,Agricultural products,2019,776
Export,024,AGO,Angola,AG,Agricultural products,2019,132
Export,070,BIH,Bosnia and Herzegovina,AG,Agricultural products,2019,774
Export,036,AUS,Australia,AG,Agricultural products,2019,35184
Export,116,KHM,Cambodia,AG,Agricultural products,2019,930
Export,032,ARG,Argentina,AG,Agricultural products,2019,38999
Export,060,BMU,Bermuda,AG,Agricultural products,2019,4
Export,076,BRA,Brazil,AG,Agricultural products,2019,89086
Export,108,BDI,Burundi,AG,Agricultural products,2019,81
Export,031,AZE,Azerbaijan,AG,Agricultural products,2019,899
Export,068,BOL,"Bolivia, Plurinational State of",AG,Agricultural products,2019,1300
Export,072,BWA,Botswana,AG,Agricultural products,2019,97
Export,124,CAN,Canada,AG,Agricultural products,2019,65046
Export,008,ALB,Albania,AG,Agricultural products,2019,338
Export,152,CHL,Chile,AG,Agricultural products,2019,23051
Export,028,ATG,Antigua and Barbuda,AG,Agricultural products,2019,5
Export,084,BLZ,Belize,AG,Agricultural products,2019,197
Export,104,MMR,Myanmar,AG,Agricultural products,2019,4727
Export,112,BLR,Belarus,AG,Agricultural products,2019,6414
Export,156,CHN,China,AG,Agricultural products,2019,81726
Export,031,AZE,Azerbaijan,AG,Agricultural products,2020,896
Export,417,KGZ,Kyrgyz Republic,AG,Agricultural products,2020,280
Export,344,HKG,"Hong Kong, China",AG,Agricultural products,2020,8597
Export,270,GMB,The Gambia,AG,Agricultural products,2020,6
Export,231,ETH,Ethiopia,AG,Agricultural products,2020,2676
Export,008,ALB,Albania,AG,Agricultural products,2020,374
Export,400,JOR,Jordan,AG,Agricultural products,2020,1159
Export,048,BHR,"Bahrain, Kingdom of",AG,Agricultural products,2020,599
Export,174,COM,Comoros,AG,Agricultural products,2020,13
Export,340,HND,Honduras,AG,Agricultural products,2020,2884
Export,040,AUT,Austria,AG,Agricultural products,2019,17980
Export,332,HTI,Haiti,AG,Agricultural products,2020,42
Export,084,BLZ,Belize,AG,Agricultural products,2020,191
Export,178,COG,Congo,AG,Agricultural products,2020,340
Export,352,ISL,Iceland,AG,Agricultural products,2020,2339
Export,320,GTM,Guatemala,AG,Agricultural products,2020,6304
Export,051,ARM,Armenia,AG,Agricultural products,2020,748
Export,032,ARG,Argentina,AG,Agricultural products,2020,36093
Export,152,CHL,Chile,AG,Agricultural products,2020,21563
Export,246,FIN,Finland,AG,Agricultural products,2020,6482
Export,208,DNK,Denmark,AG,Agricultural products,2020,22999
Export,348,HUN,Hungary,AG,Agricultural products,2020,11075
Export,404,KEN,Kenya,AG,Agricultural products,2020,3616
Export,218,ECU,Ecuador,AG,Agricultural products,2020,12573
Export,233,EST,Estonia,AG,Agricultural products,2020,2672
Export,040,AUT,Austria,AG,Agricultural products,2020,18253
Export,072,BWA,Botswana,AG,Agricultural products,2020,88
Export,124,CAN,Canada,AG,Agricultural products,2020,69850
Export,116,KHM,Cambodia,AG,Agricultural products,2020,1095
Export,470,MLT,Malta,AG,Agricultural products,2020,276
Export,250,FRA,France,AG,Agricultural products,2020,73611
Export,446,MAC,"Macao, China",AG,Agricultural products,2020,37
Export,158,CHT,Chinese Taipei,AG,Agricultural products,2020,6937
Export,188,CRI,Costa Rica,AG,Agricultural products,2020,4811
Export,376,ISR,Israel,AG,Agricultural products,2020,2215
Export,191,HRV,Croatia,AG,Agricultural products,2020,3511
Export,052,BRB,Barbados,AG,Agricultural products,2020,82
Export,144,LKA,Sri Lanka,AG,Agricultural products,2020,2968
Export,196,CYP,Cyprus,AG,Agricultural products,2020,533
Export,214,DOM,Dominican Republic,AG,Agricultural products,2020,2253
Export,356,IND,India,AG,Agricultural products,2020,38872
Export,156,CHN,China,AG,Agricultural products,2020,78151
Export,428,LVA,Latvia,AG,Agricultural products,2020,5449
Export,268,GEO,Georgia,AG,Agricultural products,2020,952
Export,300,GRC,Greece,AG,Agricultural products,2020,8384
Export,222,SLV,El Salvador,AG,Agricultural products,2020,1129
Export,480,MUS,Mauritius,AG,Agricultural products,2020,631
Export,372,IRL,Ireland,AG,Agricultural products,2020,15533
Export,100,BGR,Bulgaria,AG,Agricultural products,2020,5647
Export,478,MRT,Mauritania,AG,Agricultural products,2020,858
Export,442,LUX,Luxembourg,AG,Agricultural products,2020,1542
Export,036,AUS,Australia,AG,Agricultural products,2020,31427
Export,170,COL,Colombia,AG,Agricultural products,2020,7871
Export,096,BRN,Brunei Darussalam,AG,Agricultural products,2020,12
Export,422,LBN,Lebanese Republic,AG,Agricultural products,2020,722
Export,056,BEL,Belgium,AG,Agricultural products,2020,50217
Export,380,ITA,Italy,AG,Agricultural products,2020,54220
Export,364,IRN,Iran,AG,Agricultural products,2020,6282
Export,360,IDN,Indonesia,AG,Agricultural products,2020,46865
Export,112,BLR,Belarus,AG,Agricultural products,2020,6686
Export,450,MDG,Madagascar,AG,Agricultural products,2020,937
Export,414,KWT,"Kuwait, the State of",AG,Agricultural products,2020,405
Export,203,CZE,Czech Republic,AG,Agricultural products,2020,11503
Export,070,BIH,Bosnia and Herzegovina,AG,Agricultural products,2020,803
Export,204,BEN,Benin,AG,Agricultural products,2020,672
Export,288,GHA,Ghana,AG,Agricultural products,2020,3628
Export,484,MEX,Mexico,AG,Agricultural products,2020,39788
Export,440,LTU,Lithuania,AG,Agricultural products,2020,7628
Export,276,DEU,Germany,AG,Agricultural products,2020,93108
Export,076,BRA,Brazil,AG,Agricultural products,2020,93237
Export,108,BDI,Burundi,AG,Agricultural products,2020,82
Export,458,MYS,Malaysia,AG,Agricultural products,2020,27273
Export,060,BMU,Bermuda,AG,Agricultural products,2020,3
Export,328,GUY,Guyana,AG,Agricultural products,2020,415
Export,398,KAZ,Kazakhstan,AG,Agricultural products,2020,3352
Export,068,BOL,"Bolivia, Plurinational State of",AG,Agricultural products,2020,1469
Export,426,LSO,Lesotho,AG,Agricultural products,2020,83
Export,180,COD,Democratic Republic of the Congo,AG,Agricultural products,2020,204
Export,258,PYF,French Polynesia,AG,Agricultural products,2020,24
Export,392,JPN,Japan,AG,Agricultural products,2020,11633
Export,384,CIV,Côte d'Ivoire,AG,Agricultural products,2020,8446
Export,462,MDV,Maldives,AG,Agricultural products,2020,134
Export,004,AFG,Afghanistan,AG,Agricultural products,2020,655
Export,566,NGA,Nigeria,AG,Agricultural products,2020,1095
Export,608,PHL,Philippines,AG,Agricultural products,2020,6637
Export,508,MOZ,Mozambique,AG,Agricultural products,2020,629
Export,024,AGO,Angola,AG,Agricultural products,2020,62
Export,132,CPV,Cabo Verde,AG,Agricultural products,2020,36
Export,578,NOR,Norway,AG,Agricultural products,2020,12910
Export,050,BGD,Bangladesh,AG,Agricultural products,2020,1204
Export,304,GRL,Greenland,AG,Agricultural products,2020,638
Export,418,LAO,Lao People's Democratic Republic,AG,Agricultural products,2020,2087
Export,204,BEN,Benin,AG,Agricultural products,2019,713
Export,242,FJI,Fiji,AG,Agricultural products,2019,471
Export,585,PLW,Palau,AG,Agricultural products,2020,1
Export,591,PAN,Panama,AG,Agricultural products,2019,545
Export,604,PER,Peru,AG,Agricultural products,2019,10826
Export,748,SWZ,Eswatini,AG,Agricultural products,2019,681
Export,694,SLE,Sierra Leone,AG,Agricultural products,2020,139
Export,246,FIN,Finland,AG,Agricultural products,2019,7205
Export,344,HKG,"Hong Kong, China",AG,Agricultural products,2019,11461
Export,196,CYP,Cyprus,AG,Agricultural products,2019,509
Export,174,COM,Comoros,AG,Agricultural products,2019,21
Export,288,GHA,Ghana,AG,Agricultural products,2019,3871
Export,887,YEM,Yemen,AG,Agricultural products,2019,23
Export,348,HUN,Hungary,AG,Agricultural products,2019,10676
Export,340,HND,Honduras,AG,Agricultural products,2019,2334
Export,376,ISR,Israel,AG,Agricultural products,2019,2229
Export,662,LCA,Saint Lucia,AG,Agricultural products,2019,38
Export,320,GTM,Guatemala,AG,Agricultural products,2019,5762
Export,458,MYS,Malaysia,AG,Agricultural products,2019,26007
Export,562,NER,Niger,AG,Agricultural products,2019,186
Export,516,NAM,Namibia,AG,Agricultural products,2019,1194
Export,400,JOR,Jordan,AG,Agricultural products,2019,1129
Export,233,EST,Estonia,AG,Agricultural products,2019,2678
Export,682,SAU,"Saudi Arabia, Kingdom of",AG,Agricultural products,2019,3797
Export,768,TGO,Togo,AG,Agricultural products,2019,289
Export,620,PRT,Portugal,AG,Agricultural products,2019,9424
Export,762,TJK,Tajikistan,AG,Agricultural products,2019,175
Export,818,EGY,Egypt,AG,Agricultural products,2019,5592
Export,646,RWA,Rwanda,AG,Agricultural products,2019,454
Export,892,SRB,Serbia,AG,Agricultural products,2019,3792
Export,893,MNE,Montenegro,AG,Agricultural products,2019,94
Export,191,HRV,Croatia,AG,Agricultural products,2019,3275
Export,686,SEN,Senegal,AG,Agricultural products,2019,1421
Export,158,CHT,Chinese Taipei,AG,Agricultural products,2019,7547
Export,270,GMB,The Gambia,AG,Agricultural products,2019,9
Export,854,BFA,Burkina Faso,AG,Agricultural products,2020,564
Export,566,NGA,Nigeria,AG,Agricultural products,2019,1025
Export,050,BGD,Bangladesh,AG,Agricultural products,2019,1208
Export,324,GIN,Guinea,AG,Agricultural products,2019,161
Export,540,NCL,New Caledonia,AG,Agricultural products,2020,10
Export,678,STP,Sao Tomé and Principe,AG,Agricultural products,2020,12
Export,450,MDG,Madagascar,AG,Agricultural products,2019,1035
Export,332,HTI,Haiti,AG,Agricultural products,2019,54
Export,512,OMN,Oman,AG,Agricultural products,2020,2419
Export,300,GRC,Greece,AG,Agricultural products,2019,7597
Export,203,CZE,Czech Republic,AG,Agricultural products,2019,11016
Export,480,MUS,Mauritius,AG,Agricultural products,2019,704
Export,504,MAR,Morocco,AG,Agricultural products,2019,6394
Export,360,IDN,Indonesia,AG,Agricultural products,2019,43192
Export,428,LVA,Latvia,AG,Agricultural products,2019,5206
Export,670,VCT,Saint Vincent and the Grenadines,AG,Agricultural products,2019,27
Export,826,GBR,United Kingdom,AG,Agricultural products,2019,33146
Export,764,THA,Thailand,AG,Agricultural products,2019,42982
Export,678,STP,Sao Tomé and Principe,AG,Agricultural products,2019,9
Export,724,ESP,Spain,AG,Agricultural products,2019,61603
Export,222,SLV,El Salvador,AG,Agricultural products,2019,1158
Export,918,EEC,European Union,AG,Agricultural products,2019,641514
Export,180,COD,Democratic Republic of the Congo,AG,Agricultural products,2019,170
Export,268,GEO,Georgia,AG,Agricultural products,2019,911
Export,578,NOR,Norway,AG,Agricultural products,2019,13814
Export,308,GRD,Grenada,AG,Agricultural products,2019,22
Export,304,GRL,Greenland,AG,Agricultural products,2019,682
Export,694,SLE,Sierra Leone,AG,Agricultural products,2019,191
Export,834,TZA,Tanzania,AG,Agricultural products,2019,740
Export,736,SDN,Sudan,AG,Agricultural products,2019,2025
Export,585,PLW,Palau,AG,Agricultural products,2019,3
Export,776,TON,Tonga,AG,Agricultural products,2019,15
Export,466,MLI,Mali,AG,Agricultural products,2019,399
Export,626,TLS,Timor-Leste,AG,Agricultural products,2019,26
Export,512,OMN,Oman,AG,Agricultural products,2019,1897
Export,524,NPL,Nepal,AG,Agricultural products,2020,491
Export,626,TLS,Timor-Leste,AG,Agricultural products,2020,17
Export,740,SUR,Suriname,AG,Agricultural products,2020,254
Export,887,YEM,Yemen,AG,Agricultural products,2020,29
Export,736,SDN,Sudan,AG,Agricultural products,2020,1882
Export,788,TUN,Tunisia,AG,Agricultural products,2020,2148
Export,882,WSM,Samoa,AG,Agricultural products,2019,32
Export,434,LBY,Libya,AG,Agricultural products,2019,35
Export,862,VEN,"Venezuela, Bolivarian Republic of",AG,Agricultural products,2020,29
Export,659,KNA,Saint Kitts and Nevis,AG,Agricultural products,2020,13
Export,760,SYR,Syrian Arab Republic,AG,Agricultural products,2020,699
Export,496,MNG,Mongolia,AG,Agricultural products,2020,589
Export,834,TZA,Tanzania,AG,Agricultural products,2020,904
Export,780,TTO,Trinidad and Tobago,AG,Agricultural products,2019,91
Export,591,PAN,Panama,AG,Agricultural products,2020,520
Export,882,WSM,Samoa,AG,Agricultural products,2020,18
Export,780,TTO,Trinidad and Tobago,AG,Agricultural products,2020,95
Export,776,TON,Tonga,AG,Agricultural products,2020,12
Export,446,MAC,"Macao, China",AG,Agricultural products,2019,53
Export,760,SYR,Syrian Arab Republic,AG,Agricultural products,2019,403
Export,646,RWA,Rwanda,AG,Agricultural products,2020,466
Export,218,ECU,Ecuador,AG,Agricultural products,2019,11835
Export,659,KNA,Saint Kitts and Nevis,AG,Agricultural products,2019,9
Export,208,DNK,Denmark,AG,Agricultural products,2019,23010
Export,250,FRA,France,AG,Agricultural products,2019,75225
Export,788,TUN,Tunisia,AG,Agricultural products,2019,1649
Export,862,VEN,"Venezuela, Bolivarian Republic of",AG,Agricultural products,2019,30
Export,368,IRQ,Iraq,AG,Agricultural products,2019,104
Export,784,ARE,United Arab Emirates,AG,Agricultural products,2019,14009
Export,662,LCA,Saint Lucia,AG,Agricultural products,2020,26
Export,188,CRI,Costa Rica,AG,Agricultural products,2019,4687
Export,410,KOR,"Korea, Republic of",AG,Agricultural products,2020,12920
Export,364,IRN,Iran,AG,Agricultural products,2019,5721
Export,634,QAT,Qatar,AG,Agricultural products,2019,39
Export,710,ZAF,South Africa,AG,Agricultural products,2019,11285
Export,380,ITA,Italy,AG,Agricultural products,2019,52200
Export,756,CHE,Switzerland,AG,Agricultural products,2019,9838
Export,540,NCL,New Caledonia,AG,Agricultural products,2019,9
Export,792,TUR,Turkey,AG,Agricultural products,2019,20284
Export,426,LSO,Lesotho,AG,Agricultural products,2019,49
Export,462,MDV,Maldives,AG,Agricultural products,2019,154
Export,524,NPL,Nepal,AG,Agricultural products,2019,453
Export,404,KEN,Kenya,AG,Agricultural products,2019,3281
Export,533,ABW,"Aruba, the Netherlands with respect to",AG,Agricultural products,2019,37
Export,442,LUX,Luxembourg,AG,Agricultural products,2019,1544
Export,470,MLT,Malta,AG,Agricultural products,2019,331
Export,600,PRY,Paraguay,AG,Agricultural products,2019,4944
Export,807,MKD,North Macedonia,AG,Agricultural products,2019,704
Export,372,IRL,Ireland,AG,Agricultural products,2019,15734
Export,422,LBN,Lebanese Republic,AG,Agricultural products,2019,631
Export,276,DEU,Germany,AG,Agricultural products,2019,93045
Export,231,ETH,Ethiopia,AG,Agricultural products,2019,2329
Export,388,JAM,Jamaica,AG,Agricultural products,2019,351
Export,690,SYC,Seychelles,AG,Agricultural products,2019,333
Export,356,IND,India,AG,Agricultural products,2019,37371
Export,170,COL,Colombia,AG,Agricultural products,2019,7360
Export,704,VNM,Viet Nam,AG,Agricultural products,2019,29943
Export,478,MRT,Mauritania,AG,Agricultural products,2019,1142
Export,642,ROM,Romania,AG,Agricultural products,2019,8818
Export,804,UKR,Ukraine,AG,Agricultural products,2019,22891
Export,854,BFA,Burkina Faso,AG,Agricultural products,2019,678
Export,670,VCT,Saint Vincent and the Grenadines,AG,Agricultural products,2020,29
Export,178,COG,Congo,AG,Agricultural products,2019,340
Export,414,KWT,"Kuwait, the State of",AG,Agricultural products,2019,422
Export,716,ZWE,Zimbabwe,AG,Agricultural products,2019,1098
Export,703,SVK,Slovak Republic,AG,Agricultural products,2019,3956
Export,352,ISL,Iceland,AG,Agricultural products,2019,2471
Export,554,NZL,New Zealand,AG,Agricultural products,2019,29343
Export,800,UGA,Uganda,AG,Agricultural products,2019,1611
Export,705,SVN,Slovenia,AG,Agricultural products,2019,3305
Export,616,POL,Poland,AG,Agricultural products,2019,37923
Export,643,RUS,Russian Federation,AG,Agricultural products,2019,33722
Export,586,PAK,Pakistan,AG,Agricultural products,2019,5055
Export,702,SGP,Singapore,AG,Agricultural products,2019,15734
Export,740,SUR,Suriname,AG,Agricultural products,2019,325
Export,418,LAO,Lao People's Democratic Republic,AG,Agricultural products,2019,1851
Export,858,URY,Uruguay,AG,Agricultural products,2019,6176
Export,894,ZMB,Zambia,AG,Agricultural products,2019,609
Export,528,NLD,Netherlands,AG,Agricultural products,2019,110091
Export,498,MDA,"Moldova, Republic of",AG,Agricultural products,2019,1196
Export,392,JPN,Japan,AG,Agricultural products,2019,11611
Export,454,MWI,Malawi,AG,Agricultural products,2019,848
Export,800,UGA,Uganda,AGFO,Food,2020,1557
Export,780,TTO,Trinidad and Tobago,AGFO,Food,2019,89
Export,776,TON,Tonga,AGFO,Food,2019,13
Export,882,WSM,Samoa,AGFO,Food,2019,32
Export,690,SYC,Seychelles,AGFO,Food,2020,292
Export,000,,World,AGFO,Food,2020,1568080
Export,324,GIN,Guinea,AGFO,Food,2020,166
Export,760,SYR,Syrian Arab Republic,AGFO,Food,2019,385
Export,736,SDN,Sudan,AGFO,Food,2019,1744
Export,862,VEN,"Venezuela, Bolivarian Republic of",AGFO,Food,2019,24
Export,304,GRL,Greenland,AGFO,Food,2020,638
Export,466,MLI,Mali,AGFO,Food,2020,267
Export,296,KIR,Kiribati,AGFO,Food,2020,9
Export,418,LAO,Lao People's Democratic Republic,AGFO,Food,2020,1880
Export,308,GRD,Grenada,AGFO,Food,2020,17
Export,454,MWI,Malawi,AGFO,Food,2020,705
Export,462,MDV,Maldives,AGFO,Food,2020,134
Export,368,IRQ,Iraq,AGFO,Food,2020,69
Export,834,TZA,Tanzania,AGFO,Food,2019,679
Export,388,JAM,Jamaica,AGFO,Food,2020,376
Export,051,ARM,Armenia,AGFO,Food,2020,740
Export,434,LBY,Libya,AGFO,Food,2020,23
Export,659,KNA,Saint Kitts and Nevis,AGFO,Food,2019,8
Export,266,GAB,Gabon,AGFO,Food,2020,20
Export,242,FJI,Fiji,AGFO,Food,2020,436
Export,694,SLE,Sierra Leone,AGFO,Food,2019,70
Export,858,URY,Uruguay,AGFO,Food,2020,4598
Export,600,PRY,Paraguay,AGFO,Food,2020,5555
