,from,to,2019,2020
35,LC,R14,0.2,0.5
36,LC,XS5,0.2,0.2
37,LC,F6,0.1,0.0
38,LC,VE,0.1,0.1
39,LC,F1,0.1,0.0
40,LC,CH,0.1,0.0
41,LC,AE,0.1,0.1
42,LC,AW,0.1,0.0
43,LC,MX,0.1,0.1
44,LC,CN,0.1,0.0
45,LC,BS,0.1,0.1
46,LC,IN,0.1,0.1
47,LC,DO,0.1,0.1
48,LC,GR,0.1,0.2
49,LC,AI,0.0,0.0
50,LC,HN,0.0,0.0
51,LC,KP,0.0,0.0
52,LC,UA,0.0,0.0
53,LC,MG,0.0,0.0
54,LC,KR,0.0,0.0
55,LC,BN,0.0,0.0
56,LC,CD,0.0,0.0
57,LC,GI,0.0,0.0
58,LC,X88,0.0,0.0
59,LC,DE,0.0,0.0
60,LC,CU,0.0,0.0
61,LC,BR,0.0,0.0
62,LC,BE,0.0,0.0
63,LC,CR,0.0,0.1
64,LC,BM,0.0,0.0
65,LC,CL,0.0,0.0
66,LC,BG,0.0,0.0
67,LC,GT,0.0,0.1
68,LC,MS,0.0,0.0
69,LC,PF,0.0,0.0
70,LC,AU,0.0,0.0
71,LC,SA,0.0,0.0
72,LC,MW,0.0,0.0
73,LC,PK,0.0,0.0
74,LC,NZ,0.0,0.0
75,LC,SK,0.0,0.0
76,LC,GA,0.0,0.0
77,LC,IE,0.0,0.0
78,LC,ID,0.0,0.0
79,LC,TH,0.0,0.0
80,LC,PY,0.0,0.0
81,LC,MT,0.0,0.0
82,LC,RO,0.0,0.0
83,LC,JP,0.0,0.0
84,LC,NC,0.0,0.0
85,LC,IT,0.0,0.0
86,LC,NG,0.0,0.0
87,LC,FI,0.0,0.0
88,LC,ES,0.0,0.0
89,LC,LT,0.0,0.0
0,VC,W00,114.6,81.6
1,VC,XR43,108.1,75.0
2,VC,1C_092,104.5,73.8
3,VC,1C_440,74.4,58.2
4,VC,F97,74.4,58.2
5,VC,XS5,74.4,58.2
6,VC,JO,74.4,58.1
7,VC,A10,30.6,15.0
8,VC,BB,6.9,4.1
9,VC,XR29,6.5,6.6
10,VC,DM,5.6,2.7
11,VC,LC,4.7,2.2
12,VC,AG,4.3,2.1
13,VC,B0,4.3,3.2
14,VC,US,4.1,4.5
15,VC,1C_080,3.6,1.2
16,VC,TT,3.5,1.2
17,VC,KN,3.0,1.4
18,VC,E1,3.0,1.7
19,VC,1C_903,3.0,1.7
20,VC,PL,2.9,1.7
21,VC,GD,1.7,0.8
22,VC,U2,1.3,1.6
23,VC,CA,0.7,0.2
24,VC,NL,0.5,1.2
25,VC,DE,0.3,0.0
26,VC,GB,0.3,0.2
27,VC,MS,0.2,0.1
28,VC,BE,0.2,0.3
29,VC,FR,0.1,0.0
30,VC,A109,0.1,0.0
31,VC,JM,0.1,0.0
32,VC,F6,0.1,0.1
33,VC,AI,0.1,0.1
34,VC,SX,0.1,0.1
35,VC,F1,0.1,0.1
36,VC,GY,0.1,0.0
37,VC,ZM,0.0,0.0
38,VC,AT,0.0,0.0
39,VC,XS25,0.0,0.0
40,VC,CO,0.0,0.0
41,VC,BM,0.0,0.0
42,VC,CI,0.0,0.0
43,VC,BG,0.0,0.0
44,VC,DO,0.0,0.0
45,VC,R14,0.0,0.0
46,VC,BS,0.0,0.0
47,VC,UA,0.0,0.0
48,VC,BI,0.0,0.0
49,VC,CW,0.0,0.0
50,VC,IT,0.0,0.0
51,VC,GH,0.0,0.0
52,VC,TO,0.0,0.0
53,VC,MD,0.0,0.0
54,VC,LR,0.0,0.0
55,VC,RW,0.0,0.0
56,VC,MW,0.0,0.0
57,VC,NO,0.0,0.0
58,VC,BZ,0.0,0.1
59,VC,SL,0.0,0.0
60,VC,TH,0.0,0.0
61,VC,MG,0.0,0.0
62,VC,SR,0.0,0.0
63,VC,CH,0.0,0.0
64,VC,ZA,0.0,0.0
65,VC,NZ,0.0,0.0
66,VC,MZ,0.0,0.0
67,VC,NE,0.0,0.0
68,VC,CN,0.0,0.0
0,SD,W00,9998.9,10945.7
1,SD,XR43,7272.3,7961.0
2,SD,XS5,6110.8,6689.5
3,SD,1C_440,6110.8,6689.5
4,SD,F97,5960.7,6525.1
5,SD,1C_080,4791.8,5245.5
6,SD,AE,3004.6,3289.1
7,SD,XR29,2726.5,2984.7
8,SD,1C_092,2480.6,2715.4
9,SD,MO,2412.7,2641.2
10,SD,SA,1535.4,1680.8
11,SD,EG,1009.8,1105.4
12,SD,XS25,707.1,774.0
13,SD,IN,492.2,538.9
14,SD,B0,360.7,394.9
15,SD,E1,343.5,376.0
16,SD,1C_903,343.5,376.0
17,SD,U2,227.2,248.8
18,SD,TR,209.6,229.5
19,SD,ID,172.4,188.7
20,SD,QA,156.2,171.0
21,SD,PK,147.4,161.3
22,SD,RO,131.8,144.2
23,SD,FR,120.1,131.4
24,SD,F6,98.7,108.0
25,SD,JO,87.6,95.9
26,SD,F1,69.2,75.7
27,SD,SY,57.5,62.9
28,SD,US,57.5,62.9
29,SD,ET,53.9,59.0
30,SD,GR,50.0,54.7
31,SD,LB,46.3,50.7
32,SD,DE,40.7,44.6
33,SD,SS,32.3,35.3
34,SD,S19,30.2,33.1
35,SD,BH,20.9,22.9
36,SD,YE,18.2,19.9
37,SD,GB,18.1,19.9
38,SD,KW,16.7,18.3
39,SD,IT,13.6,14.9
40,SD,A10,12.2,13.4
41,SD,ZA,11.9,13.0
42,SD,A109,11.4,12.5
43,SD,JP,10.7,11.7
44,SD,BD,9.7,10.6
45,SD,OM,6.6,7.2
46,SD,TN,2.8,3.1
47,SD,NL,2.8,3.1
48,SD,MY,2.5,2.8
49,SD,PL,1.5,1.6
50,SD,LY,0.9,1.0
51,SD,MX,0.8,0.9
52,SD,UA,0.6,0.7
53,SD,R14,0.6,0.7
54,SD,UG,0.4,0.4
55,SD,SE,0.2,0.3
56,SD,F19,0.2,0.2
57,SD,KE,0.1,0.1
58,SD,BE,0.1,0.1
59,SD,_X,0.1,0.1
0,SR,W00,881.6,761.3
1,SR,XR43,660.4,596.5
2,SR,1C_080,541.2,512.6
3,SR,XS5,535.7,507.4
4,SR,1C_440,535.6,507.3
5,SR,F97,535.6,507.1
6,SR,AE,535.5,507.0
7,SR,XR29,219.1,162.6
8,SR,B0,149.3,74.4
9,SR,U2,149.3,74.4
10,SR,BE,120.2,48.2
11,SR,1C_092,119.2,83.9
12,SR,A10,71.6,39.1
13,SR,XS25,52.4,49.3
14,SR,BR,35.2,2.6
15,SR,CH,26.9,27.7
16,SR,CN,24.5,29.1
17,SR,JM,18.8,17.8
18,SR,US,17.2,37.4
19,SR,SG,16.8,15.6
20,SR,NL,16.8,17.1
21,SR,VN,14.3,14.3
22,SR,IN,9.7,4.3
23,SR,GY,7.9,0.0
24,SR,PT,6.7,6.6
25,SR,FR,5.0,1.5
26,SR,TT,3.5,3.4
27,SR,HK,3.2,1.7
28,SR,JP,2.7,1.9
29,SR,BD,2.5,0.7
30,SR,X88,2.1,2.0
31,SR,VE,2.0,1.9
32,SR,KP,1.8,1.7
33,SR,PA,1.4,10.9
34,SR,AW,1.1,0.5
35,SR,KR,0.7,1.2
36,SR,TW,0.7,0.7
37,SR,GB,0.7,1.1
38,SR,MY,0.6,0.1
39,SR,F1,0.5,0.5
40,SR,CA,0.5,0.4
41,SR,F6,0.5,0.5
42,SR,CW,0.4,0.4
43,SR,ID,0.3,0.3
44,SR,CU,0.3,0.2
45,SR,DE,0.3,0.5
46,SR,R14,0.3,0.3
47,SR,ET,0.3,0.3
48,SR,HT,0.3,0.3
49,SR,TH,0.3,0.2
50,SR,NP,0.3,0.2
51,SR,E1,0.2,0.2
52,SR,1C_903,0.2,0.2
53,SR,BB,0.2,0.3
54,SR,AR,0.1,0.2
55,SR,TR,0.1,0.0
56,SR,PY,0.1,0.1
57,SR,NZ,0.1,0.1
58,SR,DM,0.1,0.1
59,SR,LC,0.1,0.1
60,SR,OM,0.1,0.1
61,SR,DK,0.1,0.0
62,SR,IL,0.1,0.1
63,SR,AU,0.1,0.3
64,SR,_X,0.1,0.1
65,SR,ES,0.1,0.1
66,SR,PE,0.1,0.0
67,SR,AZ,0.1,0.1
68,SR,CO,0.0,0.0
69,SR,YE,0.0,0.0
70,SR,BS,0.0,0.0
71,SR,BF,0.0,0.0
72,SR,A109,0.0,0.0
73,SR,CL,0.0,0.0
74,SR,UA,0.0,0.1
75,SR,DO,0.0,0.0
76,SR,AG,0.0,0.0
77,SR,SX,0.0,0.0
78,SR,BY,0.0,0.0
79,SR,EC,0.0,0.1
80,SR,MZ,0.0,0.0
81,SR,NO,0.0,0.0
82,SR,XK,0.0,0.0
83,SR,BA,0.0,0.0
84,SR,MX,0.0,0.2
85,SR,LB,0.0,0.0
86,SR,MT,0.0,0.0
87,SR,KZ,0.0,0.0
88,SR,CY,0.0,0.0
89,SR,IT,0.0,0.0
90,SR,JO,0.0,0.0
91,SR,MU,0.0,0.1
92,SR,GD,0.0,0.0
93,SR,PF,0.0,0.0
94,SR,S19,0.0,0.0
95,SR,KW,0.0,0.0
96,SR,PK,0.0,0.1
97,SR,MW,0.0,0.0
98,SR,MD,0.0,0.0
99,SR,NA,0.0,0.0
100,SR,SK,0.0,0.0
101,SR,ZA,0.0,0.0
102,SR,NG,0.0,0.0
103,SR,AT,0.0,0.0
104,SR,VC,0.0,0.0
105,SR,SE,0.0,0.0
106,SR,PG,0.0,0.0
107,SR,RU,0.0,0.0
108,SR,PH,0.0,0.1
109,SR,BO,0.0,0.1
0,SE,W00,160576.0,155495.6
1,SE,XR29,127529.9,123296.8
2,SE,B0,83737.7,80826.4
3,SE,U2,64644.8,61232.3
4,SE,XR43,31539.5,31260.8
5,SE,1C_092,25827.7,25884.7
6,SE,NO,17173.3,16617.9
7,SE,DE,16834.5,16522.0
8,SE,US,12785.9,13129.3
9,SE,FI,11506.4,10944.3
10,SE,DK,11125.4,11795.1
11,SE,1C_903,11070.7,11017.9
12,SE,E1,11070.7,11017.9
13,SE,XS25,10645.8,11208.6
14,SE,GB,8670.5,8030.0
15,SE,NL,8427.6,8059.5
16,SE,CN,7566.4,8448.5
17,SE,FR,6505.1,6358.5
18,SE,BE,6436.5,5539.9
19,SE,1C_080,5711.9,5376.2
20,SE,PL,5217.9,5230.8
21,SE,XS5,4952.7,4834.4
22,SE,1C_440,4757.3,4644.1
23,SE,IT,4404.7,4186.7
24,SE,F97,3565.6,3676.0
25,SE,A10,3391.1,2869.9
26,SE,ES,3205.7,2863.1
27,SE,R14,2998.7,2682.8
28,SE,JP,2640.4,2489.6
29,SE,RU,2310.5,2026.7
30,SE,F1,2281.0,2056.4
31,SE,AU,1866.8,1741.6
32,SE,CH,1831.9,1540.0
33,SE,AT,1568.2,1417.2
34,SE,KR,1487.0,1563.6
35,SE,F6,1479.3,1330.1
36,SE,TR,1389.6,1612.3
37,SE,EE,1370.9,1235.9
38,SE,CZ,1356.3,1228.7
39,SE,IN,1353.3,1058.0
40,SE,CA,1224.3,1126.9
41,SE,LT,1152.5,1026.1
42,SE,BR,1000.8,1099.4
43,SE,SA,933.6,1034.8
44,SE,AE,930.2,962.2
45,SE,SG,922.9,952.1
46,SE,ZA,899.3,716.5
47,SE,XR99,895.1,455.8
48,SE,PT,813.9,736.3
49,SE,MX,780.4,618.0
50,SE,EG,708.1,887.6
51,SE,HU,699.7,680.6
52,SE,IE,583.1,574.1
53,SE,_X,576.0,384.9
54,SE,LV,558.3,602.1
55,SE,TW,514.8,580.0
56,SE,TH,481.4,590.7
57,SE,SK,480.6,422.3
58,SE,UA,412.7,401.8
59,SE,MA,410.0,264.3
60,SE,CL,400.3,329.2
61,SE,RO,399.7,365.7
62,SE,PK,384.0,233.8
63,SE,QA,379.2,168.8
64,SE,ID,377.6,305.4
65,SE,IS,373.9,394.0
66,SE,GR,371.5,352.7
67,SE,IL,362.8,350.4
68,SE,HK,349.3,360.5
69,SE,MY,334.3,279.3
70,SE,DZ,295.4,371.7
71,SE,SI,215.6,190.0
72,SE,VN,198.8,217.8
73,SE,PE,195.4,135.3
74,SE,NZ,191.4,158.9
75,SE,AR,173.5,131.8
76,SE,BG,167.8,174.1
77,SE,PH,152.0,143.2
78,SE,RS,145.3,145.7
79,SE,CO,139.5,123.3
80,SE,OM,128.5,175.3
81,SE,HR,126.1,119.0
82,SE,KZ,115.0,97.0
83,SE,GL,113.4,82.8
84,SE,LU,111.8,101.3
85,SE,BH,92.3,81.5
86,SE,NG,91.5,87.1
87,SE,BS,88.4,4.3
88,SE,IQ,80.9,113.3
89,SE,GH,77.3,88.1
90,SE,EC,71.0,53.6
91,SE,KW,70.9,56.7
92,SE,UY,70.2,48.9
93,SE,BY,63.0,49.1
94,SE,IR,59.7,24.7
95,SE,MT,59.3,51.1
96,SE,TN,56.2,50.9
97,SE,JO,51.6,42.8
98,SE,BD,49.4,47.2
99,SE,DO,47.0,24.6
100,SE,LB,46.7,61.5
101,SE,KE,44.4,49.6
102,SE,PA,40.7,52.6
103,SE,MN,39.8,38.5
104,SE,CY,38.5,49.2
105,SE,ZM,38.0,24.8
106,SE,LK,37.9,30.5
107,SE,LY,37.7,37.9
108,SE,FO,35.8,36.0
109,SE,X88,35.5,97.3
110,SE,CU,35.4,97.3
111,SE,CR,35.2,33.0
112,SE,A109,34.9,3.6
113,SE,AW,34.6,0.2
114,SE,TZ,32.8,56.5
115,SE,TT,31.2,6.5
116,SE,BA,30.4,27.6
117,SE,SD,29.3,20.7
118,SE,BO,28.6,13.9
119,SE,BF,26.1,32.5
120,SE,CI,25.5,26.4
121,SE,GT,25.1,21.1
122,SE,YE,22.5,22.3
123,SE,GI,22.5,100.6
124,SE,AZ,21.4,28.9
125,SE,SN,20.7,21.2
126,SE,UZ,20.1,34.6
127,SE,CD,19.5,17.1
128,SE,SV,19.2,19.0
129,SE,ET,18.7,23.3
130,SE,HN,18.0,14.8
131,SE,MD,17.1,14.9
132,SE,AO,16.8,16.7
133,SE,GE,15.8,10.8
134,SE,ML,15.5,14.8
135,SE,BJ,15.4,14.1
136,SE,AM,15.2,8.2
137,SE,SY,14.3,3.2
138,SE,ZW,13.1,5.6
139,SE,LR,12.1,7.5
140,SE,AL,11.2,11.8
141,SE,MK,10.9,12.3
142,SE,UG,10.6,12.6
143,SE,MM,10.2,8.4
144,SE,GN,10.1,10.1
145,SE,CG,9.7,3.4
146,SE,PY,9.5,8.8
147,SE,NE,9.5,6.0
148,SE,PS,9.5,3.2
149,SE,BB,8.2,11.4
150,SE,MR,7.8,17.7
151,SE,NP,7.6,8.5
152,SE,NC,7.3,6.6
153,SE,MU,7.2,6.3
154,SE,CM,7.2,13.3
155,SE,SL,7.0,6.7
156,SE,KH,6.9,7.9
157,SE,TG,6.5,18.1
158,SE,NI,6.4,9.3
159,SE,MG,6.2,14.8
160,SE,AF,6.0,7.0
161,SE,GM,5.9,5.5
162,SE,MZ,5.4,9.6
163,SE,S19,5.1,4.5
164,SE,ME,5.1,4.4
165,SE,GY,5.0,1.6
166,SE,ER,4.9,3.5
167,SE,RW,4.8,3.4
168,SE,KG,4.7,5.2
169,SE,MO,4.6,4.1
170,SE,BT,4.6,0.6
171,SE,NA,3.7,2.7
172,SE,XK,3.6,2.9
173,SE,VE,3.6,1.6
174,SE,SM,3.6,1.6
175,SE,MV,3.3,1.8
176,SE,GA,3.2,1.4
177,SE,BN,2.7,1.5
178,SE,JM,2.7,12.3
179,SE,DJ,2.6,1.7
180,SE,GW,2.2,1.4
181,SE,AG,2.1,0.9
182,SE,TM,1.9,0.4
183,SE,PG,1.8,1.5
184,SE,E19,1.8,1.5
185,SE,BW,1.7,1.5
186,SE,HT,1.7,1.8
187,SE,SR,1.7,2.5
188,SE,MW,1.4,0.9
189,SE,TD,1.3,0.3
190,SE,TJ,1.2,5.1
191,SE,SC,1.2,1.3
192,SE,LA,1.0,5.4
193,SE,PF,1.0,1.0
194,SE,VU,0.9,0.1
195,SE,MH,0.9,0.1
196,SE,GQ,0.9,0.7
197,SE,CV,0.9,0.6
198,SE,BZ,0.7,0.4
199,SE,BM,0.6,0.2
200,SE,SO,0.5,0.4
201,SE,KI,0.4,0.6
202,SE,SB,0.4,0.3
203,SE,SX,0.4,1.1
204,SE,KM,0.3,0.1
205,SE,FJ,0.3,0.3
206,SE,KN,0.3,0.0
207,SE,CW,0.3,1.4
208,SE,TL,0.2,0.0
209,SE,BI,0.2,0.4
210,SE,CF,0.2,1.7
211,SE,GD,0.2,0.2
212,SE,SZ,0.2,0.3
213,SE,LC,0.2,0.2
214,SE,VC,0.2,0.1
215,SE,ST,0.1,0.0
216,SE,WS,0.1,0.1
217,SE,LS,0.1,0.5
218,SE,SS,0.1,1.0
219,SE,GU,0.1,0.4
220,SE,DM,0.1,0.0
221,SE,AS,0.0,0.0
222,SE,F19,0.0,0.0
223,SE,MS,0.0,0.0
224,SE,TO,0.0,0.0
225,SE,FM,0.0,0.0
226,SE,FK,0.0,0.0
227,SE,AI,0.0,0.0
228,SE,PW,0.0,0.0
229,SE,VA,0.0,0.0
0,CH,W00,313746.1,314008.8
1,CH,XR29,234384.7,241715.3
2,CH,B0,128295.6,130416.5
3,CH,U2,117988.4,117880.4
4,CH,XR43,79348.5,72281.5
5,CH,1C_092,66702.2,60663.7
6,CH,DE,47963.8,44584.5
7,CH,XS25,45259.0,36240.8
8,CH,US,43888.2,68372.6
9,CH,GB,28450.9,14868.3
10,CH,CN,21556.7,16478.7
11,CH,FR,19427.1,19602.8
12,CH,IN,17990.1,10084.7
13,CH,IT,16142.1,13991.8
14,CH,1C_903,13313.6,16842.0
15,CH,E1,13313.6,16842.0
16,CH,1C_080,12646.3,11617.8
17,CH,XS5,12463.4,11759.6
18,CH,1C_440,11915.1,10692.0
19,CH,F97,10518.3,9401.7
20,CH,HK,9906.8,5846.0
21,CH,JP,8105.2,6840.1
22,CH,ES,7874.5,7427.3
23,CH,A10,6909.6,6093.0
24,CH,AT,6376.6,7663.2
25,CH,SG,6211.9,6315.7
26,CH,NL,6080.7,6169.9
27,CH,BE,5477.5,4294.7
28,CH,CA,4479.7,4063.8
29,CH,R14,4324.4,5236.5
30,CH,AE,3753.3,2607.5
31,CH,KR,3679.0,2829.6
32,CH,TR,3361.4,5771.4
33,CH,SI,3286.7,4710.5
34,CH,RU,3137.5,3220.7
35,CH,PL,2685.4,2662.6
36,CH,AU,2618.0,2746.2
37,CH,BR,2529.1,2082.9
38,CH,F1,2419.3,2261.6
39,CH,TH,2103.7,1974.9
40,CH,TW,2073.5,2343.4
41,CH,CZ,1851.5,1638.7
42,CH,SA,1814.3,1585.3
43,CH,SE,1698.0,3681.8
44,CH,MX,1442.8,1249.4
45,CH,F6,1402.9,1346.2
46,CH,MY,1393.6,1116.5
47,CH,EG,1218.5,1190.6
48,CH,DK,1212.0,1152.6
49,CH,IL,1191.3,1054.9
50,CH,QA,1156.6,1183.8
51,CH,PT,1149.0,1662.5
52,CH,RO,1084.8,1655.3
53,CH,IE,1059.6,2750.3
54,CH,HU,1054.2,1011.2
55,CH,VN,769.5,717.6
56,CH,GR,756.6,699.1
57,CH,ZA,680.0,479.7
58,CH,AR,669.5,547.8
59,CH,NO,666.9,707.7
60,CH,FI,639.4,2043.7
61,CH,SK,621.6,560.8
62,CH,CO,571.6,527.8
63,CH,ID,491.6,491.0
64,CH,KW,486.0,414.5
65,CH,UA,461.4,535.8
66,CH,LB,438.7,386.3
67,CH,BG,431.3,403.2
68,CH,LU,383.9,851.3
69,CH,PK,375.6,356.2
70,CH,CL,371.2,357.3
71,CH,MA,355.5,301.4
72,CH,DZ,346.1,276.7
73,CH,BH,335.6,287.8
74,CH,IR,332.0,151.5
75,CH,PH,330.7,290.1
76,CH,RS,312.3,309.5
77,CH,HR,290.0,330.8
78,CH,JO,278.2,295.3
79,CH,OM,256.3,330.5
80,CH,PA,234.3,196.6
81,CH,IQ,234.3,368.4
82,CH,TN,218.4,197.2
83,CH,NZ,208.2,1126.9
84,CH,KZ,198.0,241.7
85,CH,CR,198.0,191.8
86,CH,A109,194.0,10.2
87,CH,EE,187.4,223.4
88,CH,BD,175.8,126.0
89,CH,PE,172.6,121.2
90,CH,UY,159.6,134.5
91,CH,NG,151.2,138.4
92,CH,MT,146.1,119.1
93,CH,BY,143.4,135.8
94,CH,LT,143.3,133.2
95,CH,CY,138.1,256.8
96,CH,LV,134.3,135.4
97,CH,LY,121.2,155.0
98,CH,KH,113.7,1875.9
99,CH,UZ,111.5,73.2
100,CH,BA,111.0,145.4
101,CH,AZ,105.3,57.1
102,CH,LK,105.0,258.8
103,CH,EC,101.1,97.8
104,CH,KE,89.3,88.2
105,CH,SD,84.8,62.0
106,CH,NP,84.1,25.1
107,CH,IS,73.3,173.8
108,CH,MK,60.0,83.3
109,CH,MO,59.9,31.7
110,CH,AL,54.7,48.6
111,CH,GE,53.8,38.0
112,CH,XK,52.4,46.2
113,CH,AM,52.0,20.9
114,CH,UG,51.4,31.9
115,CH,TZ,50.8,35.0
116,CH,MH,50.7,25.3
117,CH,CI,49.1,48.9
118,CH,ET,43.0,63.4
119,CH,DO,40.1,39.3
120,CH,MU,38.0,52.8
121,CH,SY,37.6,389.1
122,CH,GH,37.5,28.5
123,CH,PS,35.7,41.6
124,CH,MD,33.7,276.7
125,CH,VE,29.8,23.2
126,CH,GT,29.3,27.8
127,CH,BW,25.0,79.1
128,CH,ME,23.8,60.8
129,CH,BO,23.0,194.9
130,CH,SN,22.5,26.3
131,CH,BS,21.5,10.8
132,CH,BN,21.0,64.1
133,CH,SC,20.9,22.8
134,CH,PY,20.7,25.4
135,CH,YE,20.0,14.4
136,CH,HN,19.3,15.1
137,CH,MM,18.3,19.6
138,CH,AO,18.2,21.4
139,CH,SM,13.4,6.5
140,CH,X88,12.9,7.0
141,CH,JM,12.4,115.8
142,CH,SV,12.3,11.4
143,CH,CM,12.1,13.4
144,CH,TG,11.9,35.5
145,CH,GU,11.4,1668.2
146,CH,TM,11.4,59.5
147,CH,MN,11.2,11.2
148,CH,GI,11.0,115.1
149,CH,AW,11.0,4.0
150,CH,VC,10.9,0.2
151,CH,NE,10.7,19.7
152,CH,CU,9.6,4.2
153,CH,KG,9.1,25.3
154,CH,MZ,8.8,10.6
155,CH,VA,8.6,34.7
156,CH,ML,8.6,9.1
157,CH,MV,7.9,7.2
158,CH,WS,7.3,449.0
159,CH,TJ,7.2,551.8
160,CH,CD,7.2,19.2
161,CH,MR,7.0,6.8
162,CH,CG,6.1,6.6
163,CH,MG,6.0,7.7
164,CH,BB,6.0,3.7
165,CH,LR,5.9,0.9
166,CH,LA,5.3,143.2
167,CH,TT,5.0,22.9
168,CH,BF,4.8,6.4
169,CH,AF,4.7,18.7
170,CH,NA,4.6,4.1
171,CH,GN,4.5,5.5
172,CH,BJ,4.3,40.9
173,CH,SZ,4.3,4.3
174,CH,NI,4.0,18.2
175,CH,DJ,4.0,0.9
176,CH,ZW,3.7,4.9
177,CH,RW,3.6,8.2
178,CH,BM,3.5,2.5
179,CH,SR,3.5,1.8
180,CH,E19,3.4,24.9
181,CH,ZM,3.4,3.0
182,CH,KP,3.3,2.8
183,CH,GA,3.1,1.7
184,CH,KN,2.7,0.8
185,CH,PF,2.5,1.8
186,CH,PG,2.5,27.3
187,CH,GM,2.4,5.0
188,CH,NC,2.4,36.2
189,CH,LC,2.2,0.5
190,CH,FJ,2.2,1.4
191,CH,BZ,2.0,1.4
192,CH,CV,2.0,1.2
193,CH,FO,1.9,4.7
194,CH,GY,1.9,1.4
195,CH,TD,1.8,1.7
196,CH,MW,1.8,6.3
197,CH,AG,1.6,42.0
198,CH,SL,1.5,2.1
199,CH,HT,1.3,3.5
200,CH,BT,1.2,2.5
201,CH,GQ,1.1,1.7
202,CH,AI,1.0,0.5
203,CH,DM,0.6,4.5
204,CH,SO,0.6,70.4
205,CH,ER,0.6,0.2
206,CH,CF,0.5,0.4
207,CH,BI,0.3,1.5
208,CH,GD,0.2,3.9
209,CH,ST,0.2,1.5
210,CH,VU,0.2,50.4
211,CH,GW,0.2,3.5
212,CH,LS,0.2,0.2
213,CH,TL,0.1,283.8
214,CH,SB,0.1,9.7
215,CH,S19,0.1,0.4
216,CH,FM,0.0,0.2
217,CH,F19,0.0,1.1
218,CH,_X,0.0,5.0
219,CH,TV,0.0,0.0
220,CH,TO,0.0,0.0
221,CH,KM,0.0,1.4
222,CH,GL,0.0,0.1
0,SY,W00,529.7,893.2
1,SY,XR43,465.3,784.7
2,SY,XS5,396.3,668.3
3,SY,1C_440,396.3,668.3
4,SY,F97,371.5,626.6
5,SY,1C_092,260.5,439.2
6,SY,1C_080,204.9,345.5
7,SY,LB,133.8,225.7
8,SY,SA,58.5,98.6
9,SY,1C_903,51.2,86.4
10,SY,E1,51.2,86.4
11,SY,B0,49.7,83.7
12,SY,IQ,46.6,78.5
13,SY,XR29,41.2,69.5
14,SY,AE,41.2,69.5
15,SY,U2,37.4,63.0
16,SY,TR,37.2,62.7
17,SY,F1,24.8,41.8
18,SY,EG,24.2,40.8
19,SY,_X,23.1,39.0
20,SY,JO,20.8,35.0
21,SY,XS25,17.8,30.0
22,SY,ES,16.2,27.4
23,SY,QA,14.2,24.0
24,SY,KW,13.7,23.1
25,SY,RO,11.8,19.9
26,SY,BD,10.6,17.9
27,SY,DZ,10.5,17.7
28,SY,IT,9.5,15.9
29,SY,MA,8.7,14.6
30,SY,IR,7.5,12.6
31,SY,IN,7.0,11.7
32,SY,YE,5.6,9.4
33,SY,DE,5.3,9.0
34,SY,SD,4.8,8.1
35,SY,NL,4.0,6.7
36,SY,LY,3.4,5.8
37,SY,US,2.9,4.9
38,SY,OM,2.1,3.5
39,SY,R14,1.8,3.0
40,SY,RU,1.6,2.6
41,SY,FR,0.9,1.5
42,SY,TN,0.8,1.3
43,SY,GB,0.8,1.4
44,SY,GR,0.6,1.0
45,SY,BG,0.5,0.8
46,SY,AT,0.4,0.6
47,SY,BE,0.3,0.5
48,SY,UA,0.2,0.3
49,SY,CN,0.2,0.3
50,SY,PT,0.2,0.4
51,SY,JP,0.2,0.3
52,SY,F6,0.0,0.1
53,SY,SN,0.0,0.1
0,TJ,W00,996.4,802.8
1,TJ,XR43,934.0,738.9
2,TJ,XS5,585.9,443.2
3,TJ,1C_092,541.9,444.0
4,TJ,R14,454.0,301.3
5,TJ,1C_080,392.1,294.9
6,TJ,1C_903,283.1,251.8
7,TJ,E1,283.1,251.8
8,TJ,TR,233.8,203.0
9,TJ,KZ,218.4,152.2
10,TJ,1C_440,179.2,185.4
11,TJ,UZ,172.0,82.4
12,TJ,F1,109.3,88.1
13,TJ,DZ,109.3,88.0
14,TJ,XS25,62.5,40.0
15,TJ,XR29,62.4,63.9
16,TJ,CN,55.4,34.4
17,TJ,B0,53.4,65.0
18,TJ,U2,50.9,59.4
19,TJ,RU,44.3,41.0
20,TJ,AF,39.4,69.4
21,TJ,BE,21.0,32.1
22,TJ,F97,20.1,13.8
23,TJ,IR,18.1,9.4
24,TJ,LV,12.8,10.1
25,TJ,KG,11.3,9.8
26,TJ,IT,11.0,15.4
27,TJ,PK,10.4,14.2
28,TJ,CA,5.3,0.0
29,TJ,GE,4.9,13.3
30,TJ,NL,4.6,1.3
31,TJ,BD,4.2,4.0
32,TJ,A10,2.4,3.8
33,TJ,GY,2.4,2.5
34,TJ,VN,2.4,1.5
35,TJ,BY,2.1,2.1
36,TJ,GB,1.9,1.4
37,TJ,HR,1.7,4.4
38,TJ,JP,1.2,1.5
39,TJ,CH,1.2,1.1
40,TJ,US,1.1,0.1
41,TJ,DE,1.0,0.3
42,TJ,AE,0.9,3.5
43,TJ,UA,0.7,0.4
44,TJ,IQ,0.7,0.7
45,TJ,PL,0.4,0.8
46,TJ,FR,0.3,0.0
