,from,to,2019,2020
0,AF,W00,863.8,776.7
1,AF,XR43,841.1,758.0
2,AF,1C_092,772.8,699.0
3,AF,XS25,442.4,462.2
4,AF,IN,410.1,405.9
5,AF,XS5,370.8,276.1
6,AF,1C_440,363.1,269.2
7,AF,PK,298.0,211.5
8,AF,1C_080,68.3,58.9
9,AF,F97,65.0,57.6
10,AF,CN,31.0,55.3
11,AF,E1,27.7,19.7
12,AF,1C_903,27.7,19.7
13,AF,TR,25.1,16.3
14,AF,AE,23.5,25.7
15,AF,XR29,22.7,18.7
16,AF,B0,15.3,12.5
17,AF,U2,14.6,11.5
18,AF,IR,14.6,7.8
19,AF,IQ,14.5,14.0
20,AF,DE,11.7,5.5
21,AF,R14,9.8,9.7
22,AF,SA,9.4,6.8
23,AF,US,3.0,2.5
24,AF,KZ,2.9,1.6
25,AF,TJ,2.4,3.0
26,AF,RU,2.0,2.6
27,AF,GB,1.7,1.2
28,AF,JO,1.4,2.2
29,AF,CA,1.4,1.5
30,AF,UZ,1.3,2.1
31,AF,LB,1.1,0.3
32,AF,AU,1.1,1.5
33,AF,FI,0.9,0.0
34,AF,TM,0.9,0.1
35,AF,IT,0.5,2.6
36,AF,ES,0.4,1.6
37,AF,AT,0.4,0.3
38,AF,VN,0.4,0.2
39,AF,F1,0.3,0.1
40,AF,NL,0.3,0.9
41,AF,SE,0.3,0.4
42,AF,FR,0.3,0.4
43,AF,HK,0.3,0.1
44,AF,RO,0.3,0.3
45,AF,MM,0.3,0.3
46,AF,BD,0.3,0.0
47,AF,KW,0.3,0.2
48,AF,F6,0.2,0.0
49,AF,UA,0.1,0.1
50,AF,AZ,0.1,0.0
51,AF,BH,0.1,0.0
52,AF,BE,0.1,0.1
53,AF,KG,0.1,0.1
54,AF,ID,0.1,0.4
55,AF,SG,0.1,0.1
56,AF,PL,0.1,0.2
57,AF,MY,0.1,0.0
58,AF,DK,0.0,0.0
59,AF,NO,0.0,0.0
60,AF,PT,0.0,0.0
61,AF,BY,0.0,0.1
62,AF,QA,0.0,0.2
63,AF,LT,0.0,0.0
64,AF,GE,0.0,0.0
65,AF,MA,0.0,0.0
66,AF,EG,0.0,0.2
67,AF,CH,0.0,0.1
68,AF,TH,0.0,0.0
69,AF,SZ,0.0,0.0
70,AF,JP,0.0,0.0
71,AF,LV,0.0,0.0
72,AF,CZ,0.0,0.0
0,AL,W00,2985.0,2716.3
1,AL,B0,2279.8,2031.6
2,AL,XR29,2229.0,1975.9
3,AL,U2,2081.7,1834.1
4,AL,IT,1430.8,1235.1
5,AL,XR43,756.0,740.3
6,AL,1C_092,739.0,722.5
7,AL,E1,661.4,643.2
8,AL,1C_903,661.4,643.2
9,AL,XK,298.0,262.4
10,AL,ES,238.4,166.0
11,AL,DE,141.7,160.0
12,AL,GR,127.6,132.1
13,AL,MK,85.6,88.5
14,AL,XS25,69.8,65.0
15,AL,CN,62.1,49.9
16,AL,ME,54.8,51.7
17,AL,RS,53.8,62.8
18,AL,FR,44.6,55.3
19,AL,CZ,42.0,44.4
20,AL,RO,41.8,36.7
21,AL,US,36.7,32.4
22,AL,BG,35.3,36.9
23,AL,NL,29.6,17.7
24,AL,SE,27.5,24.6
25,AL,HU,24.7,20.4
26,AL,BA,20.9,17.5
27,AL,TR,20.6,30.7
28,AL,XS5,20.4,28.2
29,AL,1C_440,20.0,27.4
30,AL,AT,17.9,16.5
31,AL,F97,17.4,26.0
32,AL,1C_080,17.1,17.8
33,AL,SI,13.7,10.6
34,AL,EE,12.2,12.2
35,AL,PL,11.9,13.3
36,AL,HR,11.2,17.7
37,AL,CH,8.9,6.3
38,AL,MT,8.9,6.3
39,AL,JP,8.6,8.8
40,AL,AE,8.2,8.2
41,AL,BE,7.5,5.2
42,AL,GB,7.4,7.6
43,AL,F1,4.2,4.0
44,AL,MY,3.8,12.8
45,AL,DK,3.7,3.5
46,AL,R14,3.2,5.4
47,AL,SK,3.1,12.9
48,AL,SA,3.1,3.4
49,AL,A10,2.7,1.4
50,AL,HK,2.6,3.8
51,AL,LY,2.5,3.8
52,AL,CA,2.4,2.4
53,AL,IN,2.4,1.2
54,AL,IL,2.1,1.7
55,AL,NO,2.0,1.2
56,AL,MA,1.9,0.9
57,AL,UA,1.7,3.9
58,AL,F6,1.7,2.6
59,AL,AU,1.5,2.0
60,AL,IQ,1.5,0.1
61,AL,CY,1.5,0.7
62,AL,SG,1.3,0.6
63,AL,PT,1.1,0.8
64,AL,BR,0.9,0.2
65,AL,LT,0.9,1.2
66,AL,MH,0.9,0.4
67,AL,EG,0.8,8.4
68,AL,FI,0.8,0.2
69,AL,RU,0.7,0.2
70,AL,CI,0.6,0.6
71,AL,TN,0.6,0.6
72,AL,LB,0.6,0.4
73,AL,PA,0.6,0.1
74,AL,IE,0.6,0.6
75,AL,LV,0.5,0.7
76,AL,MX,0.5,0.6
77,AL,MD,0.3,0.4
78,AL,QA,0.2,0.1
79,AL,IS,0.2,0.0
80,AL,LU,0.2,0.2
81,AL,KW,0.2,0.5
82,AL,SM,0.2,0.1
83,AL,LK,0.2,0.2
84,AL,AZ,0.2,0.1
85,AL,KR,0.2,2.3
86,AL,CL,0.2,0.1
87,AL,ZA,0.2,0.2
88,AL,ET,0.2,0.1
89,AL,TH,0.2,0.1
90,AL,NG,0.1,0.0
91,AL,PE,0.1,0.4
92,AL,TW,0.1,0.1
93,AL,TZ,0.1,0.2
94,AL,GE,0.1,0.2
95,AL,SL,0.1,0.1
96,AL,ID,0.1,0.0
97,AL,IR,0.1,0.1
98,AL,UG,0.1,0.2
99,AL,PK,0.1,0.0
100,AL,VN,0.0,0.2
101,AL,BY,0.0,0.1
102,AL,A109,0.0,0.0
103,AL,OM,0.0,0.6
104,AL,TG,0.0,0.0
105,AL,SD,0.0,0.0
106,AL,NZ,0.0,0.0
107,AL,ML,0.0,0.0
108,AL,MU,0.0,0.1
109,AL,KZ,0.0,0.4
110,AL,KE,0.0,0.1
111,AL,KG,0.0,0.0
112,AL,MO,0.0,0.0
113,AL,CO,0.0,0.0
114,AL,CM,0.0,0.5
115,AL,DZ,0.0,0.0
116,AL,BH,0.0,0.3
117,AL,GH,0.0,0.3
0,DZ,W00,30921.6,19772.8
1,DZ,XR29,22066.8,14110.6
2,DZ,B0,17417.6,11137.6
3,DZ,U2,17362.5,11102.4
4,DZ,XR43,8854.8,5662.2
5,DZ,1C_092,8805.9,5630.9
6,DZ,IT,5526.4,3533.8
7,DZ,ES,4711.8,3012.9
8,DZ,FR,2928.1,1872.4
9,DZ,NL,2553.1,1632.6
10,DZ,US,2526.3,1615.4
11,DZ,A10,2481.7,1586.9
12,DZ,E1,2480.0,1585.8
13,DZ,1C_903,2480.0,1585.8
14,DZ,TR,2426.1,1551.3
15,DZ,XS25,2162.4,1382.7
16,DZ,GB,2022.2,1293.1
17,DZ,BR,1526.6,976.2
18,DZ,XS5,1419.2,907.5
19,DZ,1C_440,1381.8,883.6
20,DZ,F1,1292.5,826.5
21,DZ,S19,1148.5,734.4
22,DZ,CL,907.1,580.0
23,DZ,TN,789.1,504.6
24,DZ,BE,758.8,485.2
25,DZ,IN,735.2,470.1
26,DZ,PT,625.2,399.8
27,DZ,F97,400.9,256.4
28,DZ,EG,315.8,201.9
29,DZ,F6,311.6,199.3
30,DZ,GR,231.7,148.2
31,DZ,MA,185.8,118.8
32,DZ,MY,168.9,108.0
33,DZ,TG,152.6,97.6
34,DZ,ID,102.6,65.6
35,DZ,CA,77.3,49.4
36,DZ,CH,69.2,44.2
37,DZ,CI,66.8,42.7
38,DZ,SN,54.8,35.0
39,DZ,1C_080,48.9,31.3
40,DZ,AR,47.9,30.6
41,DZ,R14,45.0,28.8
42,DZ,BG,40.6,26.0
43,DZ,GE,36.2,23.1
44,DZ,JO,33.8,21.6
45,DZ,LY,19.1,12.2
46,DZ,GN,15.9,10.2
47,DZ,LU,14.1,9.0
48,DZ,LB,12.7,8.1
49,DZ,AE,9.9,6.3
50,DZ,GM,9.1,5.8
51,DZ,SE,8.8,5.6
52,DZ,DE,7.8,5.0
53,DZ,RU,6.7,4.3
54,DZ,QA,6.2,4.0
55,DZ,MR,6.0,3.9
56,DZ,PL,5.6,3.6
57,DZ,CY,5.5,3.5
58,DZ,GH,4.7,3.0
59,DZ,BD,3.3,2.1
60,DZ,BJ,3.0,1.9
61,DZ,VN,2.4,1.6
62,DZ,GQ,1.5,1.0
63,DZ,KW,1.4,0.9
64,DZ,TH,1.4,0.9
65,DZ,AZ,1.2,0.8
66,DZ,SA,1.0,0.7
67,DZ,SL,0.9,0.6
68,DZ,BH,0.9,0.6
69,DZ,BY,0.6,0.4
70,DZ,AO,0.5,0.3
71,DZ,ML,0.5,0.3
72,DZ,CG,0.4,0.2
73,DZ,UA,0.4,0.3
74,DZ,ZA,0.4,0.3
75,DZ,HK,0.3,0.2
76,DZ,GT,0.2,0.1
77,DZ,MU,0.2,0.1
78,DZ,NZ,0.2,0.1
79,DZ,NE,0.2,0.1
80,DZ,JP,0.1,0.1
81,DZ,GA,0.1,0.0
82,DZ,CM,0.1,0.1
83,DZ,AT,0.0,0.0
84,DZ,HU,0.0,0.0
85,DZ,DK,0.0,0.0
86,DZ,UY,0.0,0.0
87,DZ,MT,0.0,0.0
88,DZ,FI,0.0,0.0
0,AS,W00,26.1,18.6
1,AS,XR29,15.2,10.1
2,AS,XR43,10.8,8.5
3,AS,AU,10.5,7.5
4,AS,1C_092,8.8,6.0
5,AS,XS25,4.3,5.3
6,AS,A10,3.5,2.3
7,AS,IN,2.3,1.5
8,AS,EC,2.0,2.2
9,AS,F6,2.0,0.3
10,AS,1C_080,2.0,2.5
11,AS,F1,2.0,0.3
12,AS,KR,1.8,1.0
13,AS,TZ,1.7,0.0
14,AS,BO,1.5,0.0
15,AS,WS,1.1,0.9
16,AS,CA,1.1,0.5
17,AS,XS5,0.8,0.4
18,AS,1C_440,0.7,0.3
19,AS,ID,0.6,0.6
20,AS,B0,0.5,0.4
21,AS,NZ,0.5,0.2
22,AS,SG,0.3,0.2
23,AS,U2,0.3,0.3
24,AS,GB,0.2,0.1
25,AS,R14,0.2,0.1
26,AS,JP,0.2,0.0
27,AS,HK,0.2,0.1
28,AS,TO,0.2,0.1
29,AS,E1,0.2,0.2
30,AS,1C_903,0.2,0.2
31,AS,ZM,0.1,0.0
32,AS,TR,0.1,0.0
33,AS,SE,0.1,0.0
34,AS,NL,0.1,0.1
35,AS,KE,0.1,0.1
36,AS,PL,0.1,0.0
37,AS,FO,0.1,0.1
38,AS,NE,0.0,0.0
39,AS,AE,0.0,0.2
40,AS,TL,0.0,0.0
41,AS,MK,0.0,0.0
42,AS,AN,0.0,0.0
43,AS,PE,0.0,0.0
44,AS,LK,0.0,0.0
45,AS,NP,0.0,0.0
46,AS,SK,0.0,0.0
47,AS,RW,0.0,0.0
48,AS,F97,0.0,0.2
49,AS,X88,0.0,0.0
50,AS,YE,0.0,0.0
51,AS,VU,0.0,0.0
52,AS,CH,0.0,0.1
53,AS,UY,0.0,0.0
54,AS,VC,0.0,0.0
55,AS,BA,0.0,0.0
56,AS,ES,0.0,0.0
57,AS,BN,0.0,0.1
58,AS,KW,0.0,0.0
59,AS,MG,0.0,0.0
60,AS,CM,0.0,0.0
61,AS,BH,0.0,0.0
62,AS,CR,0.0,0.0
63,AS,AZ,0.0,0.1
64,AS,CI,0.0,0.0
65,AS,AT,0.0,0.0
66,AS,PK,0.0,0.2
67,AS,BY,0.0,0.0
68,AS,BR,0.0,0.1
69,AS,BE,0.0,0.0
70,AS,BM,0.0,0.0
71,AS,CU,0.0,0.0
72,AS,CO,0.0,0.0
73,AS,DK,0.0,0.0
74,AS,XK,0.0,0.0
75,AS,IE,0.0,0.0
76,AS,DE,0.0,0.1
77,AS,LV,0.0,0.0
78,AS,ZA,0.0,0.0
79,AS,DO,0.0,0.0
80,AS,NO,0.0,0.0
81,AS,ML,0.0,0.0
82,AS,GM,0.0,0.0
83,AS,LU,0.0,0.0
84,AS,FI,0.0,0.0
85,AS,HU,0.0,0.1
86,AS,FJ,0.0,1.1
87,AS,HN,0.0,0.0
88,AS,IT,0.0,0.0
89,AS,MD,0.0,0.0
90,AS,PF,0.0,0.0
91,AS,FR,0.0,0.1
92,AS,GN,0.0,0.0
93,AS,MZ,0.0,0.0
0,AO,W00,35078.6,26140.2
1,AO,XR43,28954.3,21804.8
2,AO,1C_092,27751.1,21017.2
3,AO,XS25,25772.5,20547.8
4,AO,CN,21357.9,18720.3
5,AO,XR29,5890.0,4275.7
6,AO,B0,4263.3,3685.0
7,AO,U2,4005.4,3684.7
8,AO,IN,3450.8,1796.4
9,AO,1C_080,1203.1,787.6
10,AO,ES,1190.6,1622.2
11,AO,XS5,1183.3,778.7
12,AO,1C_440,1182.8,778.7
13,AO,F97,1178.4,776.0
14,AO,A10,1172.3,109.7
15,AO,AE,1124.4,775.2
16,AO,PT,1109.8,636.2
17,AO,US,929.0,128.0
18,AO,IT,744.4,719.2
19,AO,F1,597.1,370.6
20,AO,F6,592.7,368.0
21,AO,TH,580.5,0.0
22,AO,FR,569.5,295.7
23,AO,ZA,365.1,245.1
24,AO,SG,311.9,376.6
25,AO,MY,245.6,28.8
26,AO,1C_903,233.4,0.6
27,AO,E1,233.4,0.6
28,AO,_X,232.4,58.6
29,AO,BE,191.3,151.0
30,AO,CL,189.2,2.1
31,AO,IL,189.2,4.8
32,AO,NL,176.5,259.3
33,AO,BR,174.1,107.3
34,AO,NO,161.2,28.1
35,AO,CD,121.8,85.8
36,AO,GB,69.1,31.7
37,AO,KR,61.7,0.0
38,AO,JP,57.7,0.1
39,AO,KW,52.3,0.0
40,AO,CA,39.6,0.0
41,AO,SE,24.4,0.0
42,AO,TG,22.3,6.4
43,AO,HK,22.2,0.0
44,AO,GH,17.8,4.7
45,AO,CH,17.1,21.3
46,AO,VN,16.4,1.6
47,AO,CG,11.8,9.7
48,AO,ST,9.9,0.0
49,AO,NG,7.3,0.1
50,AO,KE,6.6,8.1
51,AO,DE,4.4,1.0
52,AO,MZ,4.3,0.5
53,AO,GA,4.1,1.3
54,AO,NA,4.0,1.3
55,AO,MA,2.6,2.3
56,AO,CI,2.5,0.3
57,AO,X88,1.9,1.2
58,AO,CU,1.9,1.2
59,AO,GN,1.8,2.1
60,AO,CM,1.4,1.6
61,AO,MR,1.4,0.3
62,AO,GQ,1.2,0.7
63,AO,R14,0.8,0.0
64,AO,AU,0.7,0.1
65,AO,CY,0.6,0.0
66,AO,SA,0.6,0.5
67,AO,CZ,0.5,0.0
68,AO,TR,0.5,0.5
69,AO,ID,0.5,0.8
70,AO,EG,0.5,0.1
71,AO,DK,0.5,0.3
72,AO,AR,0.4,0.0
73,AO,MX,0.3,0.3
74,AO,ZM,0.3,0.1
75,AO,LB,0.3,0.2
76,AO,QA,0.2,0.0
77,AO,RU,0.2,0.0
78,AO,UA,0.1,0.0
79,AO,ET,0.1,0.1
80,AO,PK,0.1,0.1
81,AO,TZ,0.1,0.2
82,AO,DZ,0.1,0.0
83,AO,CV,0.1,0.0
84,AO,TT,0.1,0.0
85,AO,EC,0.0,0.0
86,AO,NZ,0.0,0.0
87,AO,DJ,0.0,0.0
88,AO,UG,0.0,0.0
89,AO,BG,0.0,0.0
90,AO,ML,0.0,0.0
91,AO,AL,0.0,0.1
92,AO,LY,0.0,0.0
93,AO,RW,0.0,0.0
94,AO,ER,0.0,0.0
95,AO,BH,0.0,0.1
96,AO,MT,0.0,0.0
97,AO,KZ,0.0,0.0
98,AO,MO,0.0,0.0
99,AO,SM,0.0,0.0
100,AO,TL,0.0,0.0
101,AO,BA,0.0,0.0
102,AO,ZW,0.0,0.0
103,AO,MH,0.0,0.0
0,AI,W00,105.6,77.6
1,AI,XR43,84.8,67.1
2,AI,1C_092,84.5,66.9
3,AI,A10,82.7,65.6
4,AI,AN,49.3,34.6
5,AI,CL,24.0,23.3
6,AI,XR29,20.8,10.5
7,AI,B0,13.1,0.4
8,AI,U2,11.5,0.2
9,AI,GY,4.4,4.4
10,AI,US,4.3,3.5
11,AI,KN,2.4,1.6
12,AI,GB,2.3,4.2
13,AI,SE,1.6,0.2
14,AI,DO,1.5,1.0
15,AI,XS5,1.3,0.5
16,AI,R14,1.2,0.5
17,AI,AM,0.7,0.1
18,AI,AU,0.5,0.1
19,AI,XS25,0.5,0.7
20,AI,TJ,0.5,0.0
21,AI,GD,0.4,0.3
22,AI,F6,0.3,0.2
23,AI,F1,0.3,0.2
24,AI,AG,0.3,0.2
25,AI,1C_080,0.3,0.2
26,AI,ID,0.3,0.2
27,AI,CA,0.3,2.0
28,AI,NG,0.2,0.1
29,AI,PW,0.2,0.2
30,AI,IL,0.1,0.1
31,AI,ZM,0.1,0.0
32,AI,BR,0.1,0.2
33,AI,FR,0.1,0.2
34,AI,BB,0.1,0.0
35,AI,FO,0.0,0.0
36,AI,CN,0.0,0.0
37,AI,PK,0.0,0.0
38,AI,BM,0.0,0.0
39,AI,AR,0.0,0.0
40,AI,BF,0.0,0.0
41,AI,AE,0.0,0.0
42,AI,CM,0.0,0.0
43,AI,1C_440,0.0,0.0
44,AI,AZ,0.0,0.0
45,AI,F97,0.0,0.0
46,AI,VU,0.0,0.0
47,AI,IN,0.0,0.2
48,AI,1C_903,0.0,0.0
49,AI,CR,0.0,0.0
50,AI,AL,0.0,0.0
51,AI,AT,0.0,0.0
52,AI,BE,0.0,0.0
53,AI,E1,0.0,0.0
54,AI,BY,0.0,0.0
55,AI,SV,0.0,0.0
56,AI,LK,0.0,0.0
57,AI,KW,0.0,0.0
58,AI,GR,0.0,0.0
59,AI,ZA,0.0,0.0
60,AI,HN,0.0,0.0
61,AI,MX,0.0,0.0
62,AI,FJ,0.0,0.0
63,AI,JP,0.0,0.1
64,AI,LV,0.0,0.0
65,AI,LU,0.0,0.0
66,AI,ML,0.0,0.0
67,AI,ES,0.0,0.0
68,AI,BS,0.0,0.0
69,AI,RU,0.0,0.0
70,AI,NZ,0.0,0.1
71,AI,NC,0.0,0.0
72,AI,IT,0.0,0.0
73,AI,IE,0.0,0.0
74,AI,VC,0.0,0.0
75,AI,NL,0.0,0.0
76,AI,PH,0.0,0.1
77,AI,MZ,0.0,0.0
78,AI,SG,0.0,0.0
79,AI,CH,0.0,0.0
80,AI,TT,0.0,0.0
81,AI,CI,0.0,0.0
0,AG,W00,139.6,130.4
1,AG,XR43,130.1,124.3
2,AG,1C_092,108.6,104.4
3,AG,B0,103.0,98.9
4,AG,E1,99.2,96.5
5,AG,1C_903,99.2,96.5
6,AG,PL,99.0,96.3
7,AG,1C_080,21.5,19.9
8,AG,XS5,21.2,19.7
9,AG,1C_440,21.1,19.7
10,AG,F97,21.1,19.7
11,AG,AE,19.7,19.7
12,AG,XR29,9.5,6.1
13,AG,A10,7.1,5.3
14,AG,U2,4.0,2.6
15,AG,US,3.7,1.5
16,AG,NL,2.9,1.2
17,AG,F6,2.5,2.5
18,AG,F1,2.5,2.5
19,AG,SX,2.2,1.5
20,AG,CI,2.1,2.1
21,AG,LC,1.2,0.9
22,AG,HK,1.0,1.0
23,AG,KN,0.7,0.8
24,AG,FR,0.7,1.2
25,AG,DM,0.6,0.7
26,AG,VC,0.4,0.3
27,AG,TT,0.4,0.1
28,AG,MS,0.4,0.3
29,AG,TW,0.4,0.5
30,AG,ML,0.3,0.3
31,AG,AI,0.3,0.2
32,AG,BB,0.3,0.0
33,AG,CA,0.2,0.1
34,AG,ES,0.2,0.1
35,AG,GD,0.2,0.2
36,AG,GB,0.2,0.0
37,AG,GI,0.1,0.1
38,AG,JM,0.1,0.1
39,AG,DE,0.1,0.0
40,AG,DO,0.1,0.1
41,AG,XS25,0.1,0.3
42,AG,GN,0.1,0.1
43,AG,AL,0.1,0.1
44,AG,CH,0.1,0.4
45,AG,TH,0.1,0.1
46,AG,PT,0.1,0.1
47,AG,R14,0.1,0.0
48,AG,CR,0.0,0.0
49,AG,DK,0.0,0.0
50,AG,BS,0.0,0.0
51,AG,CW,0.0,0.0
52,AG,MT,0.0,0.0
53,AG,BM,0.0,0.0
54,AG,CL,0.0,0.0
55,AG,AU,0.0,0.0
56,AG,VU,0.0,0.0
57,AG,CM,0.0,0.0
58,AG,BR,0.0,0.0
59,AG,BN,0.0,0.1
60,AG,BO,0.0,0.0
61,AG,BZ,0.0,0.0
62,AG,GY,0.0,0.1
63,AG,AS,0.0,0.0
64,AG,ST,0.0,0.0
65,AG,KW,0.0,0.0
66,AG,FO,0.0,0.0
67,AG,MX,0.0,0.0
68,AG,IE,0.0,0.0
69,AG,GL,0.0,0.0
70,AG,LV,0.0,0.0
71,AG,HT,0.0,0.0
72,AG,MG,0.0,0.0
73,AG,IT,0.0,0.0
74,AG,XK,0.0,0.0
75,AG,AW,0.0,0.0
76,AG,NC,0.0,0.0
77,AG,RO,0.0,0.0
78,AG,MZ,0.0,0.0
79,AG,PA,0.0,0.0
80,AG,MK,0.0,0.0
81,AG,PK,0.0,0.0
82,AG,NP,0.0,0.0
83,AG,IN,0.0,0.0
84,AG,NG,0.0,0.0
85,AG,MU,0.0,0.0
86,AG,CN,0.0,0.0
0,AR,W00,64467.4,54635.3
1,AR,XR43,46419.8,39764.0
2,AR,1C_092,40837.5,35031.0
3,AR,A10,20708.6,16749.9
4,AR,XR29,16851.1,13748.1
5,AR,XS25,15831.0,13987.2
6,AR,BR,10371.9,7941.6
7,AR,B0,7664.6,6656.6
8,AR,CN,6814.1,5244.4
9,AR,U2,6749.7,5709.4
10,AR,XS5,6511.7,5892.1
11,AR,1C_440,6470.7,5866.2
12,AR,1C_080,5582.3,4733.0
13,AR,F97,4099.6,4047.0
14,AR,US,4026.9,3263.9
15,AR,F1,3748.0,2851.6
16,AR,CL,3053.6,2890.4
17,AR,VN,2805.8,2850.9
18,AR,IN,2157.1,2507.5
19,AR,E1,1889.7,1977.7
20,AR,1C_903,1889.7,1977.7
21,AR,NL,1806.3,1593.3
22,AR,CH,1689.7,1020.7
23,AR,ID,1622.6,1318.2
24,AR,PE,1586.6,1377.8
25,AR,DZ,1523.6,1095.3
26,AR,F6,1478.8,1157.2
27,AR,ES,1426.7,1102.8
28,AR,UY,1159.6,1077.3
29,AR,PY,1016.5,876.0
30,AR,SA,1009.4,957.9
31,AR,IT,1000.4,815.2
32,AR,EG,984.7,1171.8
33,AR,DE,938.6,722.6
34,AR,_X,916.7,849.4
35,AR,CO,895.8,586.7
36,AR,MY,884.1,945.4
37,AR,KR,842.6,691.4
38,AR,R14,750.0,757.7
39,AR,GB,731.8,625.6
40,AR,IR,682.8,302.1
41,AR,MX,667.5,438.0
42,AR,CA,650.7,438.5
43,AR,RU,650.3,612.2
44,AR,BO,615.5,523.2
45,AR,MA,611.7,487.8
46,AR,BD,605.5,456.2
47,AR,TH,600.3,414.7
48,AR,ZA,598.8,340.3
49,AR,AU,526.8,567.3
50,AR,TR,514.4,517.7
51,AR,PL,506.0,576.5
52,AR,AE,453.5,541.6
53,AR,JP,452.8,317.5
54,AR,BE,405.5,250.6
55,AR,FR,346.9,360.2
56,AR,PH,309.5,216.0
57,AR,IE,305.7,422.2
58,AR,EC,281.6,212.2
59,AR,CU,279.7,273.8
60,AR,X88,279.7,273.8
61,AR,HK,234.8,152.5
62,AR,IL,233.4,288.4
63,AR,DK,194.6,196.0
64,AR,IQ,192.1,296.7
65,AR,PA,177.5,163.5
66,AR,YE,173.5,215.3
67,AR,DO,171.8,109.0
68,AR,JO,170.0,205.6
69,AR,TW,163.9,187.4
70,AR,GR,152.2,175.3
71,AR,GT,144.6,124.6
72,AR,NZ,142.4,157.0
73,AR,KE,139.9,129.5
74,AR,VE,126.2,104.0
75,AR,TN,121.6,106.3
76,AR,NG,110.3,118.1
77,AR,CR,106.7,81.8
78,AR,MZ,104.4,114.6
79,AR,SG,103.0,60.2
80,AR,PK,101.9,124.7
81,AR,PT,99.9,84.7
82,AR,OM,97.7,63.0
83,AR,LB,95.8,101.7
84,AR,MT,93.5,0.8
85,AR,SN,90.3,79.7
86,AR,GH,83.5,52.9
87,AR,A109,83.0,68.8
88,AR,BS,78.9,17.9
89,AR,SY,69.2,70.0
90,AR,LY,61.9,39.5
91,AR,CI,58.0,49.4
92,AR,HN,56.2,41.3
93,AR,KW,52.9,45.6
94,AR,QA,47.6,32.0
95,AR,LV,47.5,75.9
96,AR,CM,46.9,48.8
97,AR,BG,46.7,36.7
98,AR,SE,43.3,27.2
99,AR,RO,41.5,57.7
100,AR,MU,40.4,50.6
101,AR,SV,40.1,30.1
102,AR,CZ,40.1,19.7
103,AR,CY,40.0,31.7
104,AR,UG,38.2,30.9
105,AR,AO,37.5,38.2
106,AR,UA,35.9,30.4
107,AR,SK,35.0,16.6
108,AR,HR,33.4,24.3
109,AR,TZ,31.9,0.3
110,AR,LT,29.0,36.0
111,AR,NI,26.7,44.0
112,AR,CG,24.1,19.0
113,AR,NO,22.1,23.3
114,AR,BY,20.4,87.1
115,AR,ET,19.7,38.2
116,AR,KZ,19.4,13.4
117,AR,GE,17.1,10.8
118,AR,KH,14.3,5.8
119,AR,CD,13.7,16.7
120,AR,TT,12.1,14.7
121,AR,MG,11.6,0.8
122,AR,AT,10.7,6.2
123,AR,GA,9.4,5.2
124,AR,HU,9.1,9.0
125,AR,MR,8.7,0.4
126,AR,HT,8.6,7.3
127,AR,BH,8.2,3.3
128,AR,BA,8.0,3.6
129,AR,RS,7.6,6.4
130,AR,FI,7.3,6.2
131,AR,CW,7.0,6.3
132,AR,AL,6.9,6.3
133,AR,LK,6.1,4.4
134,AR,AW,5.0,1.3
135,AR,ML,4.9,2.0
136,AR,MK,4.6,6.6
137,AR,GY,4.4,4.3
138,AR,JM,4.0,4.3
139,AR,AZ,3.9,1.4
140,AR,CV,3.6,0.9
141,AR,SR,3.5,0.7
142,AR,S19,3.4,3.4
143,AR,GM,2.8,5.3
144,AR,SI,2.8,7.7
145,AR,IS,2.5,2.1
146,AR,MD,2.5,2.0
147,AR,ME,2.3,1.1
148,AR,GQ,2.3,2.1
149,AR,NP,2.0,3.0
150,AR,MM,2.0,15.9
151,AR,SD,2.0,2.7
152,AR,EE,1.6,1.4
153,AR,BJ,1.6,1.3
154,AR,MN,1.5,1.3
155,AR,DJ,1.5,1.7
156,AR,GN,1.2,1.1
157,AR,BZ,1.1,0.8
158,AR,AI,1.1,0.2
159,AR,LR,0.7,1.5
160,AR,NE,0.7,1.5
161,AR,BB,0.6,0.4
162,AR,MV,0.6,0.1
163,AR,UZ,0.6,0.3
164,AR,SL,0.5,0.7
165,AR,PS,0.4,0.9
166,AR,SX,0.4,0.8
167,AR,GD,0.3,0.2
168,AR,TG,0.3,6.8
169,AR,KM,0.2,0.1
170,AR,LC,0.2,0.1
171,AR,LU,0.1,0.0
172,AR,AG,0.1,0.2
0,AM,W00,2638.8,2537.0
1,AM,XR43,1676.9,1723.4
2,AM,1C_080,1071.3,1042.7
3,AM,E1,1001.9,893.3
4,AM,1C_903,1001.9,893.3
5,AM,XR29,949.2,809.2
6,AM,R14,865.2,800.3
7,AM,RU,733.1,680.4
8,AM,1C_092,605.6,680.7
9,AM,B0,578.7,429.1
10,AM,XS5,473.6,462.7
11,AM,CH,457.9,454.0
12,AM,1C_440,386.3,391.6
13,AM,F97,385.7,387.8
14,AM,U2,351.3,262.2
15,AM,BG,207.4,150.8
16,AM,XS25,200.1,366.4
17,AM,CN,193.7,289.8
18,AM,IQ,177.3,163.8
19,AM,NL,153.9,97.8
20,AM,IR,83.9,84.6
21,AM,DE,69.6,56.5
22,AM,GE,69.3,57.4
23,AM,CA,61.2,3.5
24,AM,IT,59.7,41.0
25,AM,AE,57.3,95.9
26,AM,SY,56.7,31.2
27,AM,US,53.9,67.9
28,AM,BE,44.5,36.6
