IndicatorCategory,IndicatorCode,Indicator,ReporterCode,ReporterISO3A,Reporter,PartnerCode,PartnerISO3A,Partner,ProductClassificationCode,ProductClassification,ProductCode,Product,PeriodCode,Period,FrequencyCode,Frequency,UnitCode,Unit,Year,ValueFlagCode,ValueFlag,Value
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,40,AUT,Austria,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,21878
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,417,KGZ,Kyrgyz Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,211
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,410,KOR,"Korea, Republic of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,24530
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,454,MWI,Malawi,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,242
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,233,EST,Estonia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,2346
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,426,LSO,Lesotho,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,95
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,462,MDV,Maldives,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,241
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,392,JPN,Japan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,37618
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,132,CPV,Cabo Verde,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,65
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,360,IDN,Indonesia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,10402
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,348,HUN,Hungary,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,19118
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,404,KEN,Kenya,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,1857
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,0,,World,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,2291526
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,104,MMR,Myanmar,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1346
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,398,KAZ,Kazakhstan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,3605
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,4,AFG,Afghanistan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,825
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,266,GAB,Gabon,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,329
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,246,FIN,Finland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,9873
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,90,SLB,Solomon Islands,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,32
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,368,IRQ,Iraq,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,2967
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,84,BLZ,Belize,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,46
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,242,FJI,Fiji,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,110
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,324,GIN,Guinea,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,521
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,466,MLI,Mali,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,415
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,50,BGD,Bangladesh,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,2070
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,12,DZA,Algeria,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,2345
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,462,MDV,Maldives,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,112
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,372,IRL,Ireland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,19500
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,418,LAO,Lao People's Democratic Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,427
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,44,BHS,Bahamas,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,68
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,480,MUS,Mauritius,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,344
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,504,MAR,Morocco,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,5975
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,28,ATG,Antigua and Barbuda,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,59
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,328,GUY,Guyana,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,407
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,96,BRN,Brunei Darussalam,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,499
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,458,MYS,Malaysia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,9533
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,8,ALB,Albania,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,420
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,304,GRL,Greenland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,145
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,24,AGO,Angola,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,829
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,498,MDA,"Moldova, Republic of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,363
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,120,CMR,Cameroon,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,472
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,400,JOR,Jordan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1539
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,434,LBY,Libya,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,999
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,388,JAM,Jamaica,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,503
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,478,MRT,Mauritania,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,199
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,51,ARM,Armenia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,188
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,188,CRI,Costa Rica,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,769
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,558,NIC,Nicaragua,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,189
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,384,CIV,CÙte d'Ivoire,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,742
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,428,LVA,Latvia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1795
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,392,JPN,Japan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,28047
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,454,MWI,Malawi,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,204
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,496,MNG,Mongolia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,800
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,140,CAF,Central African Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,114
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,296,KIR,Kiribati,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,54
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,352,ISL,Iceland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,667
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,364,IRN,Iran,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1114
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,231,ETH,Ethiopia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,842
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,508,MOZ,Mozambique,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,562
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,204,BEN,Benin,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,217
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,340,HND,Honduras,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,509
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,70,BIH,Bosnia and Herzegovina,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,639
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,116,KHM,Cambodia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,2323
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,380,ITA,Italy,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,46851
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,191,HRV,Croatia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,2300
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,422,LBN,Lebanese Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,505
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,258,PYF,French Polynesia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,213
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,608,PHL,Philippines,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,12860
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,180,COD,Democratic Republic of the Congo,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,428
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,48,BHR,"Bahrain, Kingdom of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1247
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,68,BOL,"Bolivia, Plurinational State of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,804
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,60,BMU,Bermuda,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,51
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,76,BRA,Brazil,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,18829
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,108,BDI,Burundi,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,90
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,132,CPV,Cabo Verde,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,108
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,426,LSO,Lesotho,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,82
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,450,MDG,Madagascar,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,223
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,442,LUX,Luxembourg,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,3811
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,414,KWT,"Kuwait, the State of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,3478
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,344,HKG,"Hong Kong, China",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,5610
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,752,SWE,Sweden,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,24172
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,188,CRI,Costa Rica,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,1030
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,480,MUS,Mauritius,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,494
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,504,MAR,Morocco,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,7906
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,178,COG,Congo,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,364
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,214,DOM,Dominican Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1403
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,404,KEN,Kenya,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1368
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,170,COL,Colombia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,4553
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,372,IRL,Ireland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,28300
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,268,GEO,Georgia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,1400
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,860,UZB,Uzbekistan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,2716
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,158,CHT,Chinese Taipei,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,12692
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,208,DNK,Denmark,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,9646
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,270,GMB,The Gambia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,42
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,756,CHE,Switzerland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,18661
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,710,ZAF,South Africa,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,5314
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,807,MKD,North Macedonia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,420
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,562,NER,Niger,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,529
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,376,ISR,Israel,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,10618
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,380,ITA,Italy,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,59810
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,191,HRV,Croatia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,2844
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,470,MLT,Malta,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,2349
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,356,IND,India,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,16341
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,620,PRT,Portugal,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,10413
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,752,SWE,Sweden,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,21028
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,703,SVK,Slovak Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,17991
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,705,SVN,Slovenia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,6566
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,764,THA,Thailand,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,13012
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,616,POL,Poland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,27208
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,643,RUS,Russian Federation,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,24139
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,512,OMN,Oman,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,1877
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,586,PAK,Pakistan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1933
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,892,SRB,Serbia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1611
